Booking ID,Customer ID,Booking Value_fill_scaled,apparent_temperature_dropoff_scaled,Ride Distance_fill_scaled,dew_point_2m_scaled,temperature_2m_dropoff_scaled,precipitation_dropoff_log_scaled,rain_dropoff_log_scaled,dew_point_2m_dropoff_scaled,apparent_temperature_scaled,pick_station_latitude,wind_speed_10m_scaled,drop_station_longitude,temperature_2m_scaled,snowfall_dropoff_log_scaled,pick_longitude,snowfall_log_scaled,relative_humidity_2m_scaled,drop_latitude,drop_longitude,pick_station_longitude,precipitation_log_scaled
"""CNR1499592""","""CID6650869""",-2.2255697,-0.02739726,1.4503694,0.4722222,-0.25233644,0.0,0.0,0.5782313,-0.037593987,28.56586,-0.3,76.94139,-0.22916667,0.0,77.25673,0.0,0.5813953,27.84857,77.14454,77.24855,0.0
"""CNR1229252""","""CID1177391""",-0.6463617,0.48630136,1.4285485,-0.8194444,1.1869159,0.0,0.0,-0.72789115,0.5338346,28.610394,0.9166667,77.267715,1.3645834,0.0,78.48685,0.0,-1.3023256,26.913906,77.29423,77.213104,0.0
"""CNR4708683""","""CID6238636""",-0.7899261,0.48630136,1.5384055,0.5972222,0.3084112,0.0,0.0,0.7482993,0.33834586,27.42397,0.48333332,77.33438,0.25,0.0,77.2388,0.0,0.25581396,28.467205,77.077545,77.09922,0.0
"""CNR9887505""","""CID7089848""",0.003027254,-0.5684931,-0.000467298,-0.18055555,-0.55140185,0.0,0.0,-0.1292517,-0.65413535,28.452974,-0.11666667,77.10687,-0.625,0.0,77.31225,0.0,-0.069767445,28.572424,77.2586,77.49596,0.0
"""CNR8346519""","""CID3674217""",-1.0275499,-0.33561644,-1.1154696,0.625,-0.42056075,0.0,0.0,0.3877551,0.15789473,26.32458,1.1,77.55332,0.020833332,0.0,77.29579,0.0,0.5813953,18.432281,79.13572,87.86786,0.0
"""CNR7357010""","""CID1053024""",0.3239353,0.2739726,-0.4781483,0.0,0.2990654,0.18232156,0.18232156,0.5510204,0.38345864,17.056057,-0.53333336,80.26028,0.5520833,0.0,90.568634,0.0,-0.6744186,28.613333,77.20594,81.80438,0.0
"""CNR2916602""","""CID3532441""",-1.9681439,0.19178082,-1.0394726,-0.5625,0.2990654,0.0,0.0,-0.1292517,-0.37593985,28.602245,0.78333336,79.184,-0.125,0.0,77.400276,0.0,-0.7906977,28.64031,77.093506,77.229126,0.0
"""CNR9492262""","""CID6617436""",0.003027254,0.02739726,-0.000467298,0.43055555,-0.1588785,0.0,0.0,0.59183675,-0.067669176,28.52982,-0.55,77.09568,-0.27083334,0.0,77.35582,0.0,0.55813956,28.565979,77.25081,77.36168,0.0
"""CNR9629650""","""CID1113134""",-0.93349046,-0.739726,-1.6497059,-0.1736111,-0.78504676,0.0,0.0,-0.040816326,-0.81954885,28.669952,-0.15,77.21135,-0.8541667,0.0,72.61627,0.0,0.18604651,28.690004,77.219734,77.09568,0.0
"""CNR7079649""","""CID9441111""",-1.7156687,0.37671232,-0.09440112,0.6180556,0.1588785,1.2527629,1.2527629,0.76870745,0.36842105,28.712133,-0.53333336,77.21574,0.17708333,0.0,77.202965,0.0,0.39534885,28.659456,77.23337,77.135445,0.8329091
"""CNR1036470""","""CID8550058""",0.013549859,0.10273973,-0.001031591,-0.875,0.49532712,0.0,0.0,-0.5986394,0.030075189,28.645643,0.5,77.025925,0.5520833,0.0,75.89075,0.0,-1.1860465,28.567816,77.22558,77.12701,0.0
"""CNR6555911""","""CID7870954""",-1.6760647,0.3219178,1.1606779,0.4027778,0.38317758,0.0,0.0,0.5578231,0.32330826,28.720806,1.6666666,77.08953,0.48958334,0.0,77.10045,0.0,-0.20930232,28.714956,77.11539,77.10718,0.0
"""CNR2873066""","""CID2935486""",-0.013278072,-0.4520548,0.028481131,0.30555555,-0.45794392,0.0,0.0,-0.040816326,-0.3007519,22.549467,-0.38333333,75.89075,-0.46875,0.0,77.24721,0.0,0.5813953,28.617956,77.27942,88.348785,0.0
"""CNR1789209""","""CID1846811""",2.140767,0.09589041,-1.1696457,0.5,0.25233644,0.0,0.0,0.0952381,0.556391,19.067684,-0.55,77.08174,0.5,0.0,77.86776,0.0,-0.093023255,28.643076,77.223785,72.89289,0.0
"""CNR9533887""","""CID4844954""",-0.5919063,0.39041096,-0.33367878,0.1736111,0.97196263,0.0,0.0,-0.4829932,1.1052631,16.241194,0.016666668,77.51005,1.5833334,0.0,77.400276,0.0,-0.95348835,28.534601,77.38118,80.03546,0.0
"""CNR7704997""","""CID5895687""",0.003027254,0.5753425,-0.000467298,0.6527778,0.5140187,0.18232156,0.18232156,0.72789115,0.42105263,22.549467,2.2,82.54485,0.45833334,0.0,76.94139,0.0,0.13953489,27.7106,77.08396,88.348785,0.09531018
"""CNR5507195""","""CID9734592""",0.7348264,0.60958904,1.2005575,0.7569444,0.7943925,0.0,0.0,0.52380955,0.5112782,22.74059,1.6833333,78.39429,0.4375,0.0,77.30163,0.0,0.3255814,28.652094,77.23724,88.37049,0.0
"""CNR2989924""","""CID3743870""",-1.849332,0.34931508,1.007179,0.6597222,0.18691589,0.0,0.0,0.72789115,0.35338345,28.631678,0.083333336,77.22911,0.16666667,0.0,80.94392,0.0,0.4651163,28.665752,77.21747,77.21962,0.0
"""CNR1627010""","""CID9281654""",-0.46319342,-0.39041096,-1.584243,-0.5416667,-0.2990654,0.0,0.0,-0.2993197,-0.5037594,28.631678,0.36666667,77.33814,-0.32291666,0.0,83.94715,0.0,-0.6744186,28.4121,77.04708,77.21962,0.0
"""CNR6410669""","""CID9155192""",-0.7305201,-0.7191781,1.5910767,-0.27083334,-0.88785046,0.0,0.0,0.027210884,-0.9398496,26.32458,-0.81666666,92.59606,-1.0416666,0.0,76.94139,0.0,0.20930232,28.631294,77.21992,87.86786,0.0
"""CNR7455378""","""CID8009931""",0.9922521,0.41095892,-0.057531293,-0.7847222,1.0093458,0.0,0.0,-0.6666667,0.518797,28.489817,0.38333333,77.2048,1.2916666,0.0,72.837776,0.0,-1.2790698,25.25844,75.74622,77.09242,0.0
"""CNR6845557""","""CID3685944""",0.003027254,-0.33561644,-0.000467298,-0.19444445,-0.046728972,0.0,0.0,-0.4217687,-0.23308271,25.73018,0.65,77.21239,0.041666668,0.0,88.37049,0.0,-0.55813956,22.579662,88.34996,84.84996,0.0
"""CNR5913258""","""CID9388801""",0.013829263,0.31506848,0.001991443,0.4375,0.5046729,0.0,0.0,0.1632653,0.5488722,25.266867,-0.5,77.27787,0.5208333,0.0,77.18921,0.0,-0.18604651,28.539013,77.22837,82.99381,0.0
"""CNR6122314""","""CID2879462""",0.003027254,-0.7123288,-0.000467298,-0.3125,-0.6635514,0.0,0.0,-0.23809524,-1.2030075,26.5088,-0.13333334,73.73794,-1.3229166,0.0,79.66586,0.0,0.4651163,28.539013,77.22837,81.49035,0.0
"""CNR6574641""","""CID9900173""",1.2348264,-0.58219177,-1.0635508,-0.16666667,-0.5981308,0.0,0.0,-0.006802721,-0.7067669,28.652094,0.03333333,77.21225,-0.6875,0.0,76.96821,0.0,0.023255814,28.74322,77.06778,77.23724,0.0
"""CNR5796929""","""CID2825370""",0.0,-1.0890411,0.001143475,-0.5833333,-1.0373832,0.09531018,0.09531018,-0.414966,-1.443609,28.425138,0.8333333,75.76884,-1.4583334,0.0,77.14844,0.0,0.13953489,28.633192,77.290405,77.05795,0.0
"""CNR5144769""","""CID3342251""",0.025039341,-0.34246576,0.0,-0.1736111,-0.1495327,0.0,0.0,-0.3605442,0.060150377,17.989668,-0.5,77.09219,0.15625,0.0,77.17898,0.0,-0.60465115,28.549183,77.25323,79.59649,0.0
"""CNR7702433""","""CID1309553""",0.025039341,0.6369863,0.0,0.7083333,0.37383178,0.0,0.0,0.877551,0.5864662,28.472233,-0.6,77.31225,0.375,0.0,77.221725,0.0,0.3255814,28.65055,77.23517,77.07272,0.0
"""CNR2973593""","""CID6225319""",-0.19586667,-0.7123288,1.7754258,-0.090277776,-0.6635514,0.0,0.0,-0.24489796,-0.18045112,18.432281,0.53333336,77.05582,0.041666668,0.0,78.05866,0.0,-0.4651163,23.13664,77.93476,79.13572,0.0
"""CNR1516119""","""CID2693604""",0.013829263,0.93835616,0.001991443,0.6666667,0.8598131,0.0,0.0,0.76870745,0.9849624,28.661482,-0.8833333,77.03112,0.875,0.0,77.10718,0.0,-0.18604651,28.61262,77.23014,77.13942,0.09531018
"""CNR6290229""","""CID4333953""",0.52195513,0.5205479,0.00642657,-0.75,1.1121495,0.0,0.0,-0.49659863,0.48872182,28.724056,2.0166667,77.23419,1.2604166,0.0,78.00002,0.0,-1.2790698,28.567816,77.22558,77.17586,0.0
"""CNR3635677""","""CID8006542""",0.0,-0.04109589,0.001143475,-0.35416666,0.22429906,0.0,0.0,-0.18367347,-0.17293233,28.52202,0.33333334,77.35616,0.16666667,0.0,76.39385,0.0,-0.76744187,30.17514,76.30871,77.20925,0.0
"""CNR3463778""","""CID1897656""",0.003027254,0.1369863,-0.000467298,0.5416667,-0.046728972,0.0,0.0,0.6530612,0.13533835,10.604082,0.46666667,75.83682,0.010416667,0.0,77.22258,0.0,0.44186047,28.655672,77.22989,76.03452,0.0
"""CNR7387191""","""CID8207196""",-1.7948766,-0.43150684,-1.6015494,-0.6458333,-0.635514,0.0,0.0,0.33333334,-1.5338346,28.685629,-0.11666667,77.93497,-1.6458334,0.0,77.69183,0.0,0.23255815,25.471924,81.44851,77.400276,0.0
"""CNR9033513""","""CID3349281""",-0.09685677,-0.006849315,1.4315583,0.4097222,-0.10280374,0.0,0.0,0.5442177,-0.067669176,28.565979,0.35,77.21148,-0.16666667,0.0,72.857124,0.0,0.39534885,28.504114,77.09678,77.25081,0.0
"""CNR1915364""","""CID5248432""",-0.24042113,0.1780822,-0.5375915,-0.7847222,0.34579438,0.0,0.0,0.11564626,-0.082706764,28.462242,0.11666667,79.184,0.42708334,0.0,92.59606,0.0,-1.1162791,28.682434,77.03057,77.03112,0.0
"""CNR9079498""","""CID8779399""",0.025039341,0.05479452,0.0,0.15277778,0.009345794,0.0,0.0,0.36734694,-0.23308271,28.542301,0.0,77.14844,-0.21875,0.0,77.30754,0.0,0.046511628,28.71511,77.116035,77.25673,0.0
"""CNR6164691""","""CID1869921""",0.013549859,0.65753424,-0.001031591,0.35416666,1.1682243,0.0,0.0,0.18367347,0.94736844,25.68331,0.9166667,77.20395,1.3333334,0.0,77.28681,0.0,-0.74418604,28.57774,77.21148,82.73053,0.0
"""CNR3758963""","""CID2328591""",-0.6958667,-0.9589041,1.5406629,0.6458333,-1.0560747,0.0,0.0,-0.1904762,0.2556391,22.16404,-0.21666667,77.3,0.010416667,0.0,79.87257,0.0,0.627907,28.497562,77.3168,87.09006,0.0
"""CNR2295551""","""CID2306418""",0.0,0.5068493,0.001143475,0.5277778,0.45794392,0.0,0.0,0.5986394,0.36842105,28.594193,-0.5,77.08732,0.26041666,0.0,77.18559,0.0,0.13953489,22.725468,75.89075,77.294624,0.0
"""CNR6088552""","""CID4917096""",-0.013278072,-1.6027397,0.028481131,-0.7083333,-1.7663552,0.0,0.0,-0.5170068,-1.8721805,28.36005,-0.05,77.15907,-2.0833333,0.0,77.23337,0.0,0.6976744,28.65055,77.23517,76.94139,0.0
"""CNR8742311""","""CID7826201""",-0.54735184,0.43150684,0.42629114,0.7013889,0.19626169,0.0,0.0,0.81632656,0.43609023,28.417988,-0.51666665,77.21135,0.1875,0.0,80.19941,0.0,0.5116279,28.61262,77.23014,77.30754,0.0
"""CNR8466061""","""CID7327324""",-0.29982707,0.4178082,0.94021136,0.3888889,0.7196262,0.0,0.0,-0.27210885,0.7293233,12.936003,1.05,77.18975,0.8229167,0.0,87.09006,0.0,-0.4651163,27.09166,81.77472,80.19941,0.0
"""CNR7854000""","""CID2876502""",1.190272,0.58219177,0.97407144,-0.7361111,1.1214954,0.0,0.0,-0.5170068,0.65413535,28.534342,0.9,76.94139,1.3645834,0.0,77.23014,0.0,-1.2790698,28.495298,77.15298,77.21239,0.0
"""CNR3594052""","""CID2992929""",0.003027254,1.1164384,-0.000467298,-0.25,1.4392524,0.0,0.0,-0.006802721,1.1278195,28.529404,-1.0666667,77.23517,1.5833334,0.0,77.307076,0.0,-1.1627907,28.543747,77.19859,77.2158,0.0
"""CNR5971954""","""CID9908046""",0.08136105,-0.47945204,1.1516485,0.30555555,-0.1682243,0.0,0.0,-0.56462586,0.36090225,8.33702,2.75,77.23014,0.65625,0.0,75.395,0.0,-0.44186047,17.443329,78.38202,77.86776,0.0
"""CNR3345586""","""CID4533835""",0.013829263,0.39041096,0.001991443,0.45833334,0.21495327,0.0,0.0,0.707483,0.45864663,31.44451,-0.41666666,77.20558,0.44791666,0.0,80.19941,0.0,-0.11627907,12.936003,80.19941,75.395,0.0
"""CNR9361609""","""CID3639347""",-0.24042113,0.06849315,-0.073332645,0.6180556,-0.093457945,1.3609766,1.3609766,0.63265306,0.20300752,28.52949,-0.23333333,79.59649,-0.020833332,0.0,84.01542,0.0,0.60465115,13.021856,77.55332,77.154465,0.0
"""CNR6175264""","""CID2417899""",-1.7552726,-0.65753424,-0.013137011,-0.5555556,-0.53271025,0.0,0.0,-0.33333334,-0.7894737,28.52982,1.25,77.192215,-0.5208333,0.0,77.25081,0.0,-0.5813953,28.48434,77.10687,77.36168,0.0
"""CNR6621769""","""CID3901303""",-0.9631934,-0.5273973,0.17196457,-0.24305555,-0.44859812,0.0,0.0,-0.26530612,-0.5714286,28.690987,-0.46666667,77.2586,-0.5104167,0.0,79.84308,0.0,-0.23255815,28.51489,77.267715,77.178375,0.0
"""CNR6553099""","""CID2863173""",1.2447274,0.19178082,0.7769307,0.2638889,0.62616825,0.0,0.0,-0.48979592,0.12781955,25.849085,2.0,78.00002,0.38541666,0.0,77.21253,0.0,-0.30232558,28.657482,77.236664,85.17962,0.0
"""CNR1967150""","""CID4164887""",2.2942324,-0.28082192,-0.68582326,-1.1388888,0.20560747,0.0,0.0,-1.0272108,-0.41353384,28.520828,0.45,77.43225,0.104166664,0.0,92.59606,0.0,-1.1860465,26.32458,87.86786,77.177734,0.0
"""CNR4697033""","""CID2008996""",-0.4681439,-1.3013699,-1.1688932,-0.3263889,-1.4205607,0.0,0.0,-0.33333334,-1.3308271,28.67315,0.73333335,76.98401,-1.40625,0.0,74.84324,0.0,0.55813956,19.024433,73.09239,77.17049,0.0
"""CNR1548106""","""CID9350025""",-0.4780449,-0.04109589,1.1132739,0.25694445,0.27102804,0.0,0.0,-0.23809524,0.5413534,19.067684,0.53333336,77.23517,0.7916667,0.0,87.86786,0.0,-0.55813956,10.727921,79.0172,72.89289,0.0
"""CNR3802595""","""CID8022385""",-1.5325004,0.5273973,1.3961933,0.7291667,0.23364486,0.0,0.0,0.8707483,0.48120302,28.78792,-0.53333336,77.10718,0.21875,0.0,73.96285,0.0,0.53488374,28.690004,77.219734,77.34444,0.0
"""CNR2899676""","""CID1293369""",-1.5126984,0.23972602,0.65051985,-0.048611112,0.037383176,0.0,0.0,0.7210884,-0.6616541,34.11283,-0.85,77.35616,-0.7708333,0.0,76.94139,0.0,0.30232558,28.74322,77.06778,73.96285,0.0
"""CNR8545625""","""CID4390611""",-1.0424013,-0.047945205,-1.1026781,-0.6597222,0.3084112,0.0,0.0,-0.45578232,-0.10526316,28.542301,0.06666667,77.25019,0.35416666,0.0,68.96886,0.0,-1.0465117,22.95078,79.184,77.25673,0.0
"""CNR9235195""","""CID1740864""",0.002153125,-1.1164384,-1.6090738,-0.47916666,-1.1869159,0.0,0.0,-0.33333334,-1.2706767,28.6626,-0.083333336,77.227715,-1.34375,0.0,77.55332,0.0,0.18604651,28.574104,77.19546,77.23378,0.0
"""CNR1801108""","""CID6690644""",0.013829263,-0.31506848,0.001991443,-0.07638889,-0.38317758,0.0,0.0,0.17006803,-0.39097744,28.553684,-0.5,77.08396,-0.35416666,0.0,77.15298,0.0,-0.1627907,28.6536,77.29579,77.17898,0.0
"""CNR1255127""","""CID6113995""",0.7249254,-0.4178082,0.43306315,-0.5277778,-0.14018692,0.0,0.0,-0.5986394,-0.015037594,22.24338,2.2,77.36926,0.5416667,0.0,77.08664,0.0,-1.0232558,28.48333,77.3,68.96886,0.0
"""CNR8366645""","""CID3058265""",-0.14636172,0.5684931,0.21786374,0.097222224,0.97196263,0.0,0.0,0.040816326,0.80451125,22.46376,-0.16666667,77.35776,1.2291666,0.0,78.55757,0.0,-0.88372093,29.99021,77.33438,76.10152,0.0
"""CNR9565407""","""CID7303723""",-0.013278072,0.06849315,0.028481131,0.20833333,-0.12149533,0.78845733,0.78845733,0.6530612,-0.5864662,12.875983,1.2833333,77.17049,-0.6458333,0.0,77.2875,0.0,0.627907,27.208864,78.02296,77.61725,0.0
"""CNR1731251""","""CID9463181""",-1.418639,-0.0890411,-1.2358608,0.4513889,-0.1682243,0.33647224,0.33647224,0.5986394,-0.17293233,28.98153,1.7666667,77.66338,-0.21875,0.0,77.13942,0.0,0.53488374,18.541842,73.77313,77.71799,0.47000363
"""CNR8009133""","""CID5596273""",-0.013278072,-1.020548,0.028481131,-0.7569444,-1.0093458,0.0,0.0,-0.48979592,-1.0150375,28.56103,-0.45,77.10534,-0.9166667,0.0,77.93497,0.0,-0.55813956,28.584036,77.217735,77.20419,0.0
"""CNR9745864""","""CID4756467""",0.003027254,-2.4863014,-0.000467298,-0.3888889,-2.8130841,0.0,0.0,-1.659864,-0.94736844,25.615526,-0.38333333,75.70859,-0.9583333,0.0,77.11282,0.0,-0.046511628,28.467205,77.077545,85.148,0.0
"""CNR6199725""","""CID3933212""",-1.289926,0.047945205,-0.58499557,0.7013889,0.009345794,0.0,0.0,0.3809524,0.40601504,17.74276,-0.6333333,77.154465,0.125,0.0,77.2388,0.0,0.5813953,28.567816,77.22558,83.32879,0.0
"""CNR7669121""","""CID2811409""",-1.4582429,0.5273973,-1.59252,0.7430556,0.85046726,0.0,0.0,0.14285715,0.47368422,22.97448,0.8,77.3245,0.3125,0.0,72.96105,0.0,0.44186047,28.669952,77.09568,88.53007,0.0
"""CNR6393069""","""CID4967213""",2.348688,-0.47945204,-1.1598638,0.013888889,-0.5420561,0.0,0.0,-0.034013607,-0.7368421,26.76184,-0.05,77.21962,-0.84375,0.0,78.45524,0.0,0.4883721,24.55673,77.35776,82.13893,0.0
"""CNR1497372""","""CID7206531""",0.0,-0.7123288,0.001143475,-0.5138889,-0.5420561,0.0,0.0,-0.3605442,-0.8120301,28.574104,1.4333333,77.12725,-0.5729167,0.0,77.1195,0.0,-0.5116279,28.44638,77.09203,77.19546,0.0
"""CNR2770293""","""CID4716584""",-0.6562627,-0.8767123,1.8581948,-1.3472222,-0.5794392,0.0,0.0,-1.1428572,-1.0075188,28.417988,0.8333333,77.213104,-0.6354167,0.0,77.09568,0.0,-1.1162791,28.36005,76.94139,77.30754,0.0
"""CNR7633050""","""CID5940043""",-0.9136885,-1.130137,-0.13804296,-0.4027778,-1.2803738,0.0,0.0,-0.3265306,-1.112782,27.09166,0.03333333,77.25019,-1.1354166,0.0,75.397575,0.0,0.093023255,28.621948,77.08732,81.77472,0.0
"""CNR5320680""","""CID3986229""",2.8932421,0.369863,-0.3622717,0.5902778,0.2897196,0.0,0.0,0.6938776,0.33834586,12.99667,0.5,79.84308,0.25,0.0,84.01542,0.0,0.25581396,28.467205,77.077545,80.26028,0.0
"""CNR7732578""","""CID9845372""",1.2694799,-1.5684931,-0.79191804,-0.6458333,-1.8037384,0.0,0.0,-0.5102041,-1.7368422,28.56586,-0.6333333,77.35616,-1.96875,0.0,74.87468,0.0,0.6744186,27.7106,77.08396,77.24855,0.0
"""CNR6030080""","""CID2701028""",2.249678,-0.93835616,1.5617313,-0.048611112,-0.93457943,0.0,0.0,-0.3469388,-0.48872182,12.875983,0.51666665,77.36427,-0.40625,0.0,73.80217,0.0,-0.069767445,23.920927,72.65919,77.61725,0.0
"""CNR5062066""","""CID2881591""",0.003027254,-1.1095891,-0.000467298,-0.3888889,-1.1775701,0.0,0.0,-0.3469388,-1.3233082,28.466677,0.23333333,77.08732,-1.4166666,0.0,80.34791,0.0,0.44186047,28.67082,77.27208,77.51005,0.0
"""CNR7948719""","""CID9344837""",4.9724503,-0.72602737,-0.6451912,-0.7638889,-0.62616825,0.0,0.0,-0.34013605,-0.7067669,22.725468,0.2,77.24855,-0.42708334,0.0,77.0375,0.0,-0.81395346,28.549183,77.25323,75.89075,0.0
"""CNR9544488""","""CID1690810""",2.249678,0.9931507,1.6098878,0.8611111,1.6635514,0.0,0.0,-0.2244898,0.69924814,22.559671,2.0333333,80.96581,0.6041667,0.0,79.84308,0.0,0.3255814,28.594776,77.18921,88.35259,0.0
"""CNR6941131""","""CID2041506""",0.5467076,0.06849315,-1.3758157,-0.8194444,0.5420561,0.0,0.0,-0.585034,-0.11278196,28.54532,0.48333332,76.98401,0.4375,0.0,79.84308,0.0,-1.1395348,28.666765,77.22911,77.12725,0.0
"""CNR3124988""","""CID9119792""",0.0,0.08219178,0.001143475,0.36805555,-0.07476635,1.3609766,1.3609766,0.70068026,-0.38345864,17.488895,2.3666666,77.27942,-0.38541666,0.0,77.217735,0.0,0.60465115,28.682968,77.2875,78.455284,0.87546873
"""CNR8447731""","""CID9378244""",3.9972026,0.46575344,1.23517,-0.03472222,0.682243,0.0,0.0,0.17687075,0.12781955,28.65055,1.45,78.38202,0.45833334,0.0,77.21225,0.0,-0.6511628,28.543747,77.19859,77.23517,0.0
"""CNR5523985""","""CID5272675""",-1.2008172,-0.89041096,-0.84458923,-0.33333334,-1.0373832,0.0,0.0,-0.1632653,-1.0526316,28.35527,-1.05,79.70308,-1.1875,0.0,77.202965,0.0,0.27906978,28.594193,77.294624,79.41784,0.0
"""CNR8194400""","""CID3027066""",0.025039341,0.047945205,0.0,-0.3402778,0.13084112,0.0,0.0,0.20408164,-1.0827068,28.70441,-0.5833333,79.60039,-1.1875,0.0,75.40972,0.0,0.25581396,19.93611,75.22148,79.87257,0.0
"""CNR6453290""","""CID2307532""",0.013829263,-0.94520545,0.001991443,-0.7430556,-0.8598131,0.0,0.0,-0.6530612,-1.2255639,28.56755,0.2,77.091515,-1.15625,0.0,77.213104,0.0,-0.37209302,28.71511,77.116035,77.18559,0.0
"""CNR7988438""","""CID6820707""",-0.64141124,0.28767124,1.7716635,0.5902778,0.046728972,0.0,0.0,0.72789115,0.2857143,29.99021,-0.5833333,77.35582,0.083333336,0.0,77.51005,0.0,0.44186047,28.560602,77.27576,77.33438,0.0
"""CNR8710482""","""CID9540154""",-1.7107182,-0.09589041,-1.2042582,0.6111111,-0.21495327,0.09531018,0.09531018,0.5510204,0.2556391,22.97448,-1.1,78.455284,-0.020833332,0.0,77.24662,0.0,0.60465115,28.660906,77.227715,88.53007,0.33647224
"""CNR9806771""","""CID9495350""",-1.4235895,-0.43835616,0.22313085,-0.9027778,-0.11214954,0.0,0.0,-0.72789115,-0.15789473,24.919815,0.083333336,79.48736,0.35416666,0.0,85.50748,0.0,-1.1627907,26.843367,80.94392,79.58389,0.0
"""CNR7564532""","""CID2041045""",-2.1265597,-0.1369863,-1.661745,0.45833334,-0.35514018,0.0,0.0,0.47619048,0.18796992,28.565979,-0.51666665,77.93497,0.072916664,0.0,77.13805,0.0,0.23255815,28.664396,77.21225,77.25081,0.0
"""CNR7242492""","""CID5606589""",-0.80477756,-0.9041096,-0.42848688,-1.0972222,-0.95327103,0.0,0.0,-0.31292516,-0.87969923,22.998156,-0.06666667,77.15907,-0.6041667,0.0,72.857124,0.0,-0.9767442,28.655672,77.22989,72.61627,0.0
"""CNR3652536""","""CID2320875""",-0.26022312,-0.6917808,-1.4051611,-1.4027778,-0.55140185,0.0,0.0,-0.33333334,-1.6165414,34.11283,-0.36666667,77.23337,-1.59375,0.0,74.94837,0.0,-0.76744187,28.489101,77.01119,73.96285,0.0
"""CNR2891341""","""CID3318448""",1.1754204,0.06849315,1.4578938,-1.2638888,0.12149533,0.0,0.0,0.21768707,-1.0075188,28.67318,0.75,78.38202,-0.6666667,0.0,78.00002,0.0,-1.0465117,28.621948,77.08732,77.1215,0.0
"""CNR2434231""","""CID7182020""",0.0,-0.15068494,0.001143475,-0.9861111,-0.018691588,0.0,0.0,0.21768707,-1.6466166,33.07787,-0.21666667,77.33438,-1.7083334,0.0,77.13942,0.0,-0.23255815,16.241194,80.03546,75.70859,0.0
"""CNR4642717""","""CID8602203""",0.003027254,0.56164384,-0.000467298,0.24305555,0.38317758,0.0,0.0,0.8367347,0.21052632,12.99667,1.5333333,77.306725,0.45833334,0.0,77.20594,0.0,-0.37209302,26.913906,77.29423,80.26028,0.0
"""CNR8437567""","""CID6235604""",8.908093,-0.4041096,-1.2035058,0.090277776,-0.23364486,0.0,0.0,-0.10204081,0.2556391,12.51609,1.6666666,77.74993,0.5833333,0.0,77.18854,0.0,-0.60465115,28.579315,77.05582,78.48685,0.09531018
"""CNR9649157""","""CID3061800""",0.003027254,-1.1643835,-0.000467298,-0.5486111,-1.2523365,0.0,0.0,-0.33333334,-1.037594,28.567816,-0.26666668,77.09922,-1.0,0.0,79.5027,0.0,-0.23255815,29.89577,79.33471,77.22558,0.0
"""CNR5647823""","""CID3493631""",-1.6513122,-0.70547944,1.7679014,-0.1875,-0.7383177,0.0,0.0,-0.17687075,-1.0676692,29.933502,0.05,77.04708,-1.1770834,0.0,80.94392,0.0,0.5116279,12.99032,80.26611,78.135925,0.0
"""CNR4831347""","""CID6766193""",1.8288858,0.5273973,-0.6090738,0.6458333,0.317757,0.0,0.0,0.8367347,0.518797,28.615982,-0.13333334,77.135445,0.39583334,0.0,77.09242,0.0,0.18604651,28.52982,77.36168,77.25019,0.0
"""CNR9577130""","""CID5763230""",0.8536383,-0.43835616,1.8122957,0.5347222,-0.3084112,0.0,0.0,-0.07482993,0.17293233,9.367226,-0.41666666,74.59167,-0.010416667,0.0,84.98918,0.0,0.44186047,28.47695,77.12283,76.8434,0.0
"""CNR3795480""","""CID7387844""",0.013829263,0.7876712,0.001991443,0.6944444,0.71028036,0.26236427,0.26236427,0.829932,0.83458644,28.64169,0.45,77.267715,0.8229167,0.0,77.08953,0.0,-0.11627907,28.664396,77.21225,77.21135,0.0
"""CNR9922581""","""CID7839090""",-0.29487658,-1.1917808,1.1802415,-0.5833333,-1.271028,0.0,0.0,-0.4489796,-1.3684211,28.534342,0.1,77.236664,-1.4166666,0.0,77.0731,0.0,0.093023255,28.74322,77.06778,77.21239,0.0
"""CNR5121074""","""CID2916930""",0.013829263,0.24657534,0.001991443,0.5833333,0.08411215,0.0,0.0,0.70068026,0.23308271,28.534342,0.16666667,77.09219,0.083333336,0.0,77.25323,0.0,0.41860464,28.48333,77.3,77.21239,0.0
"""CNR6197438""","""CID2620114""",-1.1909162,0.7808219,1.2946131,0.7708333,0.682243,0.53062826,0.53062826,0.9319728,0.924812,28.627531,-0.03333333,77.20925,0.8333333,0.0,77.09922,0.0,-0.023255814,27.42397,77.09922,77.24021,0.0
"""CNR8412130""","""CID9155510""",0.8387868,0.53424656,1.4353205,0.6944444,0.5233645,0.0,0.0,0.707483,0.71428573,25.743877,0.81666666,80.96581,0.6770833,0.0,70.77159,0.0,0.0,29.01947,76.96821,85.37415,0.18232156
"""CNR1990837""","""CID2788415""",-1.3740845,0.2260274,1.1779841,0.6736111,0.07476635,0.0,0.0,0.7823129,0.2857143,28.683449,0.6166667,77.19546,0.104166664,0.0,77.1706,0.0,0.55813956,28.51489,77.267715,77.017136,0.33647224
"""CNR1081878""","""CID3139684""",-0.29982707,-1.6027397,-1.1764177,-0.5625,-1.7943925,0.0,0.0,-0.53741497,-1.5338346,28.594776,-0.5,75.820404,-1.7083334,0.0,83.94715,0.0,0.4883721,28.664396,77.21225,77.18921,0.0
