Booking ID,Customer ID,_target_completed_,_target_completed_,pick_latitude,Ride Distance_fill_scaled,pick_longitude,drop_latitude,drop_longitude,pick_station_longitude,snowfall_dropoff_log_scaled,precipitation_dropoff_log_scaled,rain_dropoff_log_scaled,wind_speed_10m_scaled,wind_speed_10m_dropoff_scaled,rain_log_scaled,pick_station_latitude,precipitation_log_scaled,relative_humidity_2m_dropoff_scaled,dew_point_2m_dropoff_scaled,drop_station_longitude,snowfall_log_scaled,dew_point_2m_scaled
"""CNR2911273""","""CID2939943""",0,0,28.464584,0.001991443,76.98282,28.504114,77.09678,77.22558,0.0,0.0,0.0,2.1166666,2.3392856,0.0,28.567816,0.0,-1.173913,-0.9659864,77.21992,0.0,-1.0416666
"""CNR4552877""","""CID6622428""",0,0,26.909678,0.001143475,75.78125,22.725468,75.89075,79.59649,0.0,0.0,0.0,0.16666667,-0.071428575,0.0,17.989668,0.0,-0.32608697,-0.8639456,77.25323,0.0,-0.15277778
"""CNR2686547""","""CID6793620""",0,0,34.11283,-1.0071174,73.96285,28.666765,77.22911,77.2641,0.0,0.09531018,0.09531018,-0.21666667,-0.10714286,0.09531018,28.535017,0.09531018,-0.10869565,0.7755102,77.12283,0.0,0.6458333
"""CNR9568320""","""CID6791495""",0,0,28.610394,0.0,77.213104,31.95845,77.10925,77.55332,0.0,0.0,0.0,1.55,0.35714287,0.0,13.021856,0.0,0.65217394,-0.013605442,77.154465,0.0,-0.5138889
"""CNR2701661""","""CID2196772""",0,0,28.564001,0.001991443,77.23419,28.661482,77.13942,77.086876,0.0,0.0,0.0,-1.05,-0.73214287,0.0,28.557035,0.0,-0.19565217,0.37414965,77.09482,0.0,0.2847222
"""CNR8895989""","""CID9694944""",0,0,26.913906,-0.000467298,77.29423,28.48434,77.10687,77.03397,0.0,0.0,0.0,0.3,0.35714287,0.0,28.516466,0.0,-0.9130435,-0.3809524,76.94139,0.0,-0.6180556
"""CNR4949360""","""CID9062628""",0,0,12.979087,-0.000467298,77.567856,28.690987,77.178375,77.400276,0.0,0.0,0.0,0.28333333,0.17857143,0.0,28.685629,0.0,-0.5869565,0.25170067,77.36427,0.0,0.16666667
"""CNR6687469""","""CID9834677""",0,0,12.3455,-1.0266811,78.05866,8.483991,76.9732,77.12266,0.0,0.0,0.0,2.25,2.3214285,0.0,28.564835,0.0,-1.2391304,-1.1360544,75.89075,0.0,-1.125
"""CNR8606552""","""CID6131936""",0,0,28.574104,0.0,77.19546,28.685629,77.400276,74.84324,0.0,0.0,0.0,0.78333336,0.17857143,0.09531018,12.863404,0.09531018,-0.8695652,-0.34013605,77.21307,0.0,0.5833333
"""CNR8684266""","""CID8789118""",0,0,29.206423,0.0,79.49195,28.98153,77.71799,77.0375,0.0,0.0,0.0,0.16666667,1.2321428,0.0,28.4705,0.0,-0.04347826,-0.108843535,80.34791,0.0,-0.39583334
"""CNR3605561""","""CID5811603""",0,0,28.31912,-0.6542205,76.67042,28.48333,77.3,85.114876,0.0,0.0,0.0,2.0166667,0.035714287,0.09531018,25.601805,0.09531018,0.23913044,0.85714287,77.20419,0.0,0.6458333
"""CNR7720488""","""CID5165329""",0,0,28.594193,-0.000467298,77.294624,28.64169,77.21135,87.86786,0.0,0.0,0.0,0.65,0.85714287,0.0,26.32458,0.0,-0.45652175,0.3605442,80.91123,0.0,0.375
"""CNR7282721""","""CID8531380""",0,0,28.98153,-0.016104063,77.71799,28.466677,77.51005,77.2048,0.0,1.8082888,1.8082888,0.8333333,0.5714286,0.95551145,28.548204,0.95551145,0.67391306,0.8367347,77.09922,0.0,0.7222222
"""CNR6707545""","""CID9794968""",0,0,28.595858,-0.001031591,77.38618,28.657482,77.236664,77.08732,0.0,0.09531018,0.09531018,1.1666666,1.5178572,0.09531018,28.621948,0.09531018,0.17391305,0.7482993,77.18891,0.0,0.6319444
"""CNR8036835""","""CID7267812""",0,0,28.646723,-0.6963575,77.30163,28.61604,77.24721,77.27208,0.0,0.0,0.0,0.55,0.23214285,0.18232156,28.67082,0.18232156,-0.08695652,0.71428573,77.12725,0.0,0.625
"""CNR8270992""","""CID2451683""",0,0,28.497562,0.001143475,77.3168,28.641645,77.2388,68.96886,0.0,0.0,0.0,0.8,-0.25,0.0,22.24338,0.0,0.5869565,-0.20408164,81.44851,0.0,0.2361111
"""CNR5861536""","""CID8044220""",0,0,27.208864,0.001143475,78.02296,28.594776,77.18921,77.1644,0.0,0.0,0.0,-0.13333334,-0.14285715,0.0,28.567593,0.0,0.67391306,-0.52380955,77.23981,0.0,-0.6944444
"""CNR9571139""","""CID8861314""",0,0,28.56686,0.001143475,77.20781,27.42397,77.09922,77.01959,0.0,0.0,0.0,1.8166667,0.25,0.0,10.921869,0.0,-1.0,-0.65986395,77.022766,0.0,0.5069444
"""CNR3137526""","""CID8360806""",0,0,18.432281,0.0,79.13572,12.24375,79.84308,77.21253,0.0,0.18232156,0.18232156,-0.98333335,0.0,0.0,28.586597,0.0,0.47826087,0.63265306,79.59649,0.0,0.6458333
"""CNR9864039""","""CID4535724""",0,0,24.09749,-0.000467298,77.2684,26.913906,77.29423,88.34996,0.0,0.0,0.0,-1.05,-0.6964286,0.0,22.579662,0.0,-0.6086956,-0.46938777,77.19546,0.0,0.03472222
"""CNR8005468""","""CID6286708""",0,0,28.410763,-0.016104063,77.307076,28.614937,77.022766,83.32879,0.0,0.0,0.0,-0.71666664,-1.2678572,0.0,17.74276,0.0,0.13043478,0.2993197,79.60039,0.0,0.5486111
"""CNR6752518""","""CID8216903""",0,0,17.056057,-0.9469218,81.80438,29.03693,77.23971,82.54485,0.0,0.0,0.0,-0.083333336,-0.17857143,0.18232156,25.155716,0.18232156,0.10869565,0.63265306,77.36427,0.0,0.7222222
"""CNR5362491""","""CID5808276""",0,0,28.598492,-1.4156953,77.202965,28.665888,77.21574,77.027115,0.0,0.0,0.0,0.71666664,1.0714285,0.0,28.474245,0.0,-0.82608694,-0.78911567,77.1195,0.0,-0.8333333
"""CNR2913717""","""CID9882302""",0,0,28.61262,0.001143475,77.23014,12.936003,80.19941,72.857124,0.0,0.0,0.0,-0.43333334,-0.16071428,0.0,19.17851,0.0,-0.02173913,0.2857143,78.3989,0.0,0.5763889
"""CNR6049711""","""CID5801277""",0,0,28.50948,-0.000467298,77.091515,28.619066,77.36427,81.80438,0.0,0.0,0.0,-0.8,0.23214285,0.0,17.056057,0.0,0.5652174,-0.33333334,77.22837,0.0,0.4236111
"""CNR7372127""","""CID2108992""",0,0,26.901314,-0.000467298,75.79918,26.909678,75.78125,77.12701,0.0,0.0,0.0,-0.6666667,-0.625,0.0,28.66448,0.0,0.17391305,-0.17687075,77.20419,0.0,-0.29166666
"""CNR2951353""","""CID7392255""",0,0,28.4705,-1.6910903,77.0375,28.6167,77.24135,77.21239,0.0,0.0,0.0,1.0833334,1.1071428,0.0,28.534342,0.0,0.08695652,-0.585034,77.210236,0.0,-0.7291667
"""CNR7868026""","""CID9241160""",0,0,28.429296,0.028481131,77.10534,28.78792,77.34444,88.35259,0.0,0.0,0.0,-0.51666665,-0.71428573,0.0,22.559671,0.0,-0.45652175,0.1632653,77.09445,0.0,0.33333334
"""CNR5672301""","""CID3848998""",0,0,28.579315,0.0,77.05582,28.700254,77.130135,75.6543,0.0,0.0,0.0,0.3,-0.08928572,0.0,30.552355,0.0,0.5217391,-0.3809524,77.71799,0.0,-0.6875
"""CNR3159122""","""CID3826900""",0,0,28.626343,-0.8190061,77.24662,28.623646,77.21312,79.84308,0.0,0.0,0.0,-0.2,0.08928572,0.0,12.24375,0.0,-0.39130434,0.3197279,77.51005,0.0,0.5416667
"""CNR6868535""","""CID7045986""",0,0,28.707901,0.0,77.12597,28.534342,77.21239,77.22837,0.0,0.0,0.0,-1.05,-0.2857143,0.0,28.539013,0.0,0.5652174,0.75510204,77.23971,0.0,0.625
"""CNR9885610""","""CID7440197""",0,0,28.6536,0.001143475,77.29579,28.639738,77.227844,77.51005,0.0,0.18232156,0.18232156,0.05,-0.3392857,0.26236427,28.466677,0.26236427,0.6304348,0.7823129,77.217735,0.0,0.6527778
"""CNR3074828""","""CID8742364""",0,0,28.653786,-1.5541453,77.31225,28.472233,77.07272,77.154465,0.0,0.0,0.0,0.38333333,0.66071427,0.0,28.52949,0.0,-1.173913,-0.7414966,77.36427,0.0,-0.9444444
"""CNR8144097""","""CID4577213""",0,0,28.61335,-0.000467298,77.29554,28.653786,77.31225,77.18921,0.0,0.0,0.0,0.73333335,0.85714287,0.0,28.594776,0.0,-0.95652175,-0.5442177,77.13942,0.0,-0.7222222
"""CNR8277303""","""CID1865011""",0,0,28.56103,0.0,77.20419,27.84857,77.14454,77.202965,0.0,0.0,0.0,-0.71666664,0.4642857,0.0,28.598492,0.0,-0.02173913,0.06802721,77.93497,0.0,-0.8888889
"""CNR2386651""","""CID7878182""",0,0,28.53446,-0.000467298,77.27787,28.65335,77.18854,77.15298,0.0,0.0,0.0,0.85,0.96428573,0.0,28.495298,0.0,-0.2826087,-0.31292516,77.27787,0.0,-0.44444445
"""CNR3630538""","""CID5544548""",0,0,28.569586,-0.001031591,77.18975,28.617956,77.27942,81.44851,0.0,0.0,0.0,0.016666668,-0.21428572,0.0,25.471924,0.0,-0.9347826,-0.40816328,77.25019,0.0,0.2361111
"""CNR1049339""","""CID9901556""",0,0,28.61262,0.001143475,77.23014,26.82399,75.54525,82.31107,0.0,0.0,0.0,0.16666667,-0.35714287,0.0,26.28165,0.0,-0.04347826,-0.42857143,77.24662,0.0,-0.5347222
"""CNR4144326""","""CID5570661""",0,0,28.36005,0.001143475,76.94139,28.59701,77.03354,72.89289,0.0,0.0,0.0,0.16666667,0.017857144,0.0,19.067684,0.0,-0.8043478,-0.3537415,70.463905,0.0,-0.15972222
"""CNR6471123""","""CID6243953""",0,0,28.567593,-0.000467298,77.1644,28.690004,77.219734,77.86776,0.0,0.0,0.0,0.9,-0.58928573,0.0,8.33702,0.0,0.5869565,0.5986394,76.59473,0.0,0.4236111
"""CNR4169743""","""CID3498866""",0,0,28.692434,-0.001031591,76.93171,28.708155,77.18891,77.33438,0.0,0.0,0.0,-0.6,-0.625,0.0,29.99021,0.0,0.65217394,0.65986395,77.1551,0.0,0.38194445
"""CNR8008364""","""CID9247627""",0,0,28.563856,-0.000467298,77.33377,28.48434,77.10687,77.01959,0.0,0.0,0.0,0.45,0.125,0.0,10.921869,0.0,0.02173913,-0.414966,75.78125,0.0,0.39583334
"""CNR8597614""","""CID4986721""",0,0,27.208864,-0.016104063,78.02296,27.16804,78.00002,77.007195,0.0,0.0,0.0,-0.26666668,-0.16071428,0.0,28.452032,0.0,0.17391305,0.3605442,77.21135,0.0,0.18055555
"""CNR7937574""","""CID5905758""",0,0,24.09749,0.028481131,77.2684,28.574453,77.210236,77.12597,0.0,0.0,0.0,0.25,0.98214287,0.0,28.707901,0.0,-1.173913,-0.67346936,77.71799,0.0,-0.7430556
"""CNR6626357""","""CID5817966""",0,0,28.54855,0.001991443,77.25133,28.495298,77.15298,77.31225,0.0,0.0,0.0,-0.85,-1.0714285,0.0,28.653786,0.0,0.36956522,0.7210884,75.76884,0.0,0.6736111
"""CNR3352328""","""CID2527243""",0,0,28.555119,0.001143475,77.1706,28.493439,77.147964,78.48685,0.0,0.0,0.0,0.03333333,-0.44642857,0.0,12.51609,0.0,0.08695652,0.27891156,77.07272,0.0,0.3402778
"""CNR2989836""","""CID1371555""",0,0,28.52202,-0.016104063,77.20925,28.623646,77.21312,72.88676,0.0,0.0,0.0,2.3166666,-0.5,0.4054651,19.116503,0.4054651,0.45652175,0.78911567,76.47708,0.0,0.5486111
"""CNR8051912""","""CID3077317""",0,0,28.69422,0.001991443,77.20943,28.610394,77.213104,77.22837,0.0,0.0,0.0,0.6333333,0.625,0.0,28.539013,0.0,-0.82608694,-0.108843535,77.094734,0.0,-0.25
"""CNR5991875""","""CID1226749""",0,0,28.613789,-0.001031591,77.21307,28.586597,77.21253,74.191,0.0,0.0,0.0,0.43333334,-0.26785713,0.0,30.46431,0.0,-0.8695652,-0.08163265,77.11282,0.0,-0.3888889
"""CNR1297882""","""CID4882459""",0,0,28.633192,-0.000467298,77.290405,28.52202,77.20925,72.53363,0.0,0.26236427,0.26236427,-0.26666668,-0.4107143,0.0,23.052382,0.0,0.5,0.6530612,74.86248,0.0,0.6597222
"""CNR8296841""","""CID3004556""",0,0,22.95078,0.001143475,79.184,28.679253,77.3245,77.25133,0.0,0.0,0.0,0.13333334,0.125,0.0,28.54855,0.0,-0.9782609,-0.585034,77.27942,0.0,-0.7430556
"""CNR3909019""","""CID2108741""",0,0,29.85327,0.001991443,77.12799,28.462242,77.03112,77.34444,0.0,0.0,0.0,-1.2,1.125,0.0,28.78792,0.0,-0.9347826,0.108843535,77.29423,0.0,0.0625
"""CNR4749584""","""CID6077073""",0,0,28.621948,-0.001031591,77.08732,33.07787,75.70859,77.154465,0.0,0.0,0.0,0.5833333,0.58928573,0.0,28.52949,0.0,-0.10869565,0.7210884,77.29579,0.0,0.5625
"""CNR7625140""","""CID9381977""",0,0,28.565979,0.028481131,77.25081,28.594193,77.294624,77.09922,0.0,0.0,0.0,-0.06666667,0.3392857,0.0,27.42397,0.0,-1.1521739,-0.78911567,77.23971,0.0,-0.6388889
"""CNR4548236""","""CID6040947""",0,0,18.432281,0.001991443,79.13572,28.48333,77.3,73.73794,0.0,0.0,0.0,-1.2333333,-0.66071427,0.0,18.587704,0.0,0.26086956,0.020408163,73.80178,0.0,0.0
"""CNR6544929""","""CID4454115""",0,0,28.574734,-0.000467298,77.35616,28.639738,77.227844,77.09242,0.0,0.0,0.0,0.36666667,0.3392857,0.0,28.489817,0.0,-0.36956522,0.26530612,77.294624,0.0,0.15277778
"""CNR2319824""","""CID7873059""",0,0,16.241194,0.001991443,80.03546,28.646313,77.306725,77.23378,0.0,0.0,0.0,1.3666667,-0.8214286,0.0,28.6626,0.0,0.6956522,0.44217688,80.19941,0.0,-0.7638889
"""CNR7506765""","""CID4658793""",0,0,28.677586,0.001143475,77.09482,27.42397,77.09922,77.21253,0.0,0.0,0.0,-0.23333333,-0.05357143,0.0,28.586597,0.0,-1.0434783,-0.61904764,77.177734,0.0,-0.9097222
"""CNR9488042""","""CID5556651""",0,0,28.631678,0.001991443,77.21962,28.203962,76.858475,82.31107,0.0,0.0,0.0,-1.3666667,0.3392857,0.0,26.28165,0.0,-0.8913044,-0.25170067,77.217735,0.0,-0.027777778
"""CNR5123940""","""CID5838762""",0,0,28.482359,0.001143475,77.094734,28.574734,77.35616,77.22911,0.0,0.0,0.0,-0.46666667,-0.42857143,0.0,28.666765,0.0,-0.19565217,-0.006802721,77.25133,0.0,-0.13194445
"""CNR7327831""","""CID2192060""",0,0,28.720806,-0.83179766,77.10718,28.4121,77.04708,75.49758,0.0,0.0,0.0,-0.43333334,2.6785715,0.0,32.69978,0.0,-1.1521739,-0.9863946,77.27942,0.0,-0.7222222
"""CNR2825665""","""CID4724079""",0,0,27.7106,0.001143475,77.08396,28.686321,77.221725,73.77313,0.0,0.0,0.0,-1.1166667,-0.58928573,0.0,18.541842,0.0,0.45652175,-0.24489796,77.08664,0.0,-0.0625
"""CNR3701334""","""CID2678044""",0,0,28.686321,0.001143475,77.221725,28.546103,77.19498,77.077545,0.0,0.0,0.0,-0.016666668,-0.16071428,0.0,28.467205,0.0,-0.08695652,-0.20408164,77.05795,0.0,-0.3611111
"""CNR1560911""","""CID2800969""",0,0,28.653786,0.001143475,77.31225,28.472233,77.07272,78.06895,0.0,0.26236427,0.26236427,-0.81666666,2.607143,0.0,30.318413,0.0,0.54347825,0.4829932,73.73794,0.0,0.5694444
"""CNR2129684""","""CID1916802""",0,0,27.84857,0.0,77.14454,28.686014,77.43225,77.19546,0.0,0.0,0.0,-0.53333336,-0.75,0.0,28.574104,0.0,0.3478261,-0.06122449,77.14454,0.0,-0.31944445
"""CNR8046852""","""CID4424005""",0,0,28.574104,-0.001031591,77.19546,26.82399,75.54525,88.34913,0.0,0.0,0.0,-0.5833333,-0.91071427,0.0,22.571953,0.0,0.45652175,0.81632656,77.09445,0.0,0.6944444
"""CNR6683149""","""CID5312069""",0,0,29.25728,-0.000467298,78.3989,28.67082,77.27208,72.61627,0.0,0.0,0.0,-0.3,-0.4107143,0.0,22.998156,0.0,-0.02173913,0.14965986,77.184494,0.0,0.048611112
"""CNR4372942""","""CID4685441""",0,0,28.653786,0.0,77.31225,28.567411,77.23981,88.372955,0.0,0.0,0.0,-0.28333333,-0.23214285,0.09531018,22.598003,0.09531018,0.47826087,0.9047619,77.13942,0.0,0.7291667
"""CNR4606906""","""CID2721549""",0,0,28.67082,0.0,77.27208,26.37442,79.66586,77.1215,0.0,0.0,0.0,1.4,1.2678572,0.0,28.67318,0.0,-0.9130435,-0.5714286,77.10076,0.0,-0.8125
"""CNR6577532""","""CID2855991""",0,0,28.623646,0.0,77.21312,28.466677,77.51005,77.55332,0.0,0.0,0.0,0.5833333,0.14285715,0.0,13.021856,0.0,0.6956522,-0.1904762,77.23981,0.0,0.0625
"""CNR3873279""","""CID5045276""",0,0,28.71511,0.001143475,77.116035,28.659456,77.23337,77.13364,0.0,0.0,0.0,-0.75,-0.76785713,0.0,28.649773,0.0,0.19565217,0.33333334,77.93497,0.0,-0.47916666
"""CNR1711885""","""CID9919528""",0,0,22.24338,-1.1086975,68.96886,27.42397,77.09922,76.94139,0.0,0.0,0.0,-0.48333332,-0.5535714,0.0,28.36005,0.0,-0.65217394,-0.7414966,77.08123,0.0,-0.6666667
"""CNR6406610""","""CID8213593""",0,0,28.6626,-0.62638,77.23378,28.623646,77.21312,88.34913,0.0,0.0,0.0,-0.4,0.89285713,0.0,22.571953,0.0,-0.67391306,-0.3877551,82.06294,0.0,0.03472222
"""CNR9288597""","""CID9819651""",0,0,29.21452,-0.000467298,77.74172,28.466677,77.51005,88.34996,0.0,0.0,0.0,2.0,-0.58928573,2.0794415,22.579662,2.0794415,0.3043478,0.8503401,77.154465,0.0,0.7083333
"""CNR5161594""","""CID5393203""",0,0,28.48434,-0.001031591,77.10687,28.633192,77.290405,84.01542,0.0,0.0,0.0,0.083333336,0.5,0.0,25.0723,0.0,-0.76086956,-0.25170067,80.96581,0.0,-0.2361111
"""CNR6112997""","""CID1906170""",0,0,28.429296,0.001991443,77.10534,28.5003,77.20558,81.83903,0.0,0.09531018,0.09531018,0.5833333,-0.625,0.0,25.448442,0.0,0.67391306,0.6462585,77.400276,0.0,0.5555556
"""CNR5862921""","""CID8490204""",0,0,28.653786,0.0,77.31225,28.574104,77.19546,77.18891,0.0,0.0,0.0,0.8,0.19642857,0.0,28.708155,0.0,-1.1086956,-0.53061223,77.23014,0.0,-0.7083333
"""CNR3593613""","""CID7744955""",0,0,28.645643,0.028481131,77.12701,27.208864,78.02296,81.77472,0.0,0.0,0.0,0.7,-0.64285713,0.0,27.09166,0.0,0.36956522,0.9183673,77.71799,0.0,0.7638889
"""CNR1532814""","""CID4807320""",0,0,21.210127,0.0,72.79208,22.725468,75.89075,77.55332,0.0,0.0,0.0,-1.0666667,0.8214286,0.0,13.021856,0.0,-0.5,-0.5510204,77.178375,0.0,-0.49305555
"""CNR7208744""","""CID8794132""",0,0,28.4121,-0.000467298,77.04708,28.54337,77.20505,82.13893,0.0,0.0,0.0,-0.03333333,-0.05357143,0.0,26.76184,0.0,0.41304347,-0.17006803,80.96581,0.0,-0.38194445
"""CNR2569763""","""CID8454838""",0,0,28.466677,-0.000467298,77.51005,28.631294,77.21992,77.31225,0.0,0.0,0.0,-0.1,-0.05357143,0.0,28.653786,0.0,0.17391305,-0.3469388,77.36168,0.0,-0.4722222
"""CNR8993451""","""CID7181936""",0,0,28.613333,-0.000467298,77.20594,28.560602,77.27576,77.22911,0.0,0.09531018,0.09531018,0.68333334,0.66071427,0.47000363,28.666765,0.47000363,0.47826087,0.7619048,77.24855,0.0,0.6458333
"""CNR5205586""","""CID1253739""",0,0,30.14865,-1.5601648,76.68565,12.54443,77.93497,77.13364,0.0,0.0,0.0,-0.13333334,0.10714286,0.0,28.649773,0.0,0.76086956,-0.2993197,77.007195,0.0,-0.4375
"""CNR7590757""","""CID2098307""",0,0,16.696741,0.0,74.22492,18.587704,73.73794,77.18559,0.0,0.0,0.0,1.05,1.8035715,0.0,28.56755,0.0,-0.8913044,-0.4489796,77.22911,0.0,-0.5694444
"""CNR3448744""","""CID1582288""",0,0,11.38931,0.001991443,77.69183,17.148443,79.62289,78.00002,0.0,0.64185387,0.64185387,-0.5,0.8214286,0.0,27.16804,0.0,0.73913044,-0.04761905,77.23436,0.0,-0.1388889
"""CNR1325464""","""CID8232301""",0,0,12.875983,-0.6504583,77.61725,28.542301,77.25673,77.51005,0.0,0.0,0.0,1.3166667,-0.21428572,0.0,28.466677,0.0,-0.9347826,-0.3537415,75.76884,0.0,-0.5277778
"""CNR4585639""","""CID5409683""",0,0,23.35036,-0.6406765,85.3098,28.452032,77.007195,81.49035,0.0,0.0,0.0,-0.68333334,-0.53571427,0.0,26.5088,0.0,0.17391305,0.5782313,80.19941,0.0,0.7361111
"""CNR9487436""","""CID5987932""",0,0,28.52202,-0.001031591,77.20925,28.61262,77.23014,80.26611,0.0,0.0,0.0,0.5833333,1.1607143,0.0,12.99032,0.0,0.10869565,-0.027210884,82.2556,0.0,0.2986111
"""CNR3715654""","""CID3672570""",0,0,28.541384,0.001143475,77.15474,28.52949,77.154465,72.86011,0.0,0.0,0.0,-0.41666666,1.2142857,0.0,19.129297,0.0,-0.73913044,-0.3877551,77.228546,0.0,-0.013888889
"""CNR2100268""","""CID1869489""",0,0,28.657482,0.001143475,77.236664,28.602245,77.229126,77.09568,0.0,0.0,0.0,0.016666668,0.78571427,0.0,28.669952,0.0,-0.3043478,-0.56462586,77.2684,0.0,-0.5277778
"""CNR6554585""","""CID7810141""",0,0,28.64031,0.0,77.093506,28.549183,77.25323,74.84324,0.0,0.0,0.0,0.1,0.10714286,0.0,12.863404,0.0,0.73913044,-0.4217687,77.09922,0.0,0.3402778
"""CNR2947632""","""CID4167398""",0,0,31.95845,-0.001031591,77.10925,28.567816,77.22558,85.50748,0.0,0.0,0.0,0.28333333,0.83928573,0.0,25.72883,0.0,0.65217394,-0.040816326,77.49596,0.0,-0.3611111
"""CNR2510961""","""CID6348171""",0,0,28.655672,-0.001031591,77.22989,28.682434,77.03057,77.25133,0.0,0.0,0.0,-0.05,0.0,0.0,28.54855,0.0,-0.10869565,-0.36734694,77.229126,0.0,-0.5069444
"""CNR1578112""","""CID7097023""",0,0,26.895405,0.001143475,75.76884,26.891544,75.819824,72.88676,0.0,0.0,0.0,1.1,0.071428575,0.0,19.116503,0.0,-0.67391306,0.25170067,77.307076,0.0,0.5625
"""CNR5330870""","""CID7908121""",0,0,28.720806,0.001143475,77.10718,28.549183,77.25323,77.36926,0.0,0.0,0.0,0.05,0.6964286,0.0,28.633667,0.0,-0.47826087,0.11564626,77.077545,0.0,-0.006944444
"""CNR5216846""","""CID6852237""",0,0,28.680502,0.028481131,77.298485,28.67318,77.1215,77.08123,0.0,0.0,0.0,-0.73333335,-0.78571427,0.0,28.503868,0.0,-0.10869565,-0.15646258,77.23419,0.0,-0.30555555
"""CNR6549443""","""CID2616723""",0,0,12.99032,-0.001031591,80.26611,18.432281,79.13572,76.858475,0.0,0.0,0.0,-0.1,-0.53571427,0.0,28.203962,0.0,0.5652174,0.75510204,77.09922,0.0,0.6111111
"""CNR8344226""","""CID1486702""",0,0,12.99032,-1.6083213,80.26611,28.712133,77.135445,76.98401,0.0,0.0,0.0,-0.26666668,-0.08928572,0.0,29.388567,0.0,0.04347826,0.36734694,77.74993,0.0,-0.027777778
"""CNR7105290""","""CID4680941""",0,0,18.587704,-0.78665096,73.73794,28.6434,77.33814,77.022766,0.0,0.0,0.0,0.95,1.2321428,0.0,28.614937,0.0,-0.8695652,-0.8435374,77.17827,0.0,-0.9027778
"""CNR6130348""","""CID3575491""",0,0,19.067684,-1.7354846,72.89289,30.69881,76.73144,76.47708,0.0,0.0,0.0,-0.3,-0.48214287,0.0,30.16623,0.0,-0.47826087,0.31292516,76.30871,0.0,0.2361111
"""CNR3619192""","""CID3584960""",0,0,28.676851,0.001143475,77.22503,28.546103,77.19498,88.34996,0.0,0.0,0.0,-0.65,-1.1964285,0.18232156,22.579662,0.18232156,-0.3478261,0.21768707,77.03112,0.0,0.3611111
"""CNR3987142""","""CID7357988""",0,0,28.643726,-0.001031591,77.11282,28.616184,77.1093,76.94139,0.0,0.0,0.0,-0.46666667,-0.4107143,0.09531018,28.36005,0.09531018,0.5,0.85714287,77.294624,0.0,0.6736111
"""CNR1755037""","""CID4014663""",0,0,28.679125,0.001991443,77.09597,28.574734,77.35616,90.568634,0.0,0.0,0.0,-1.15,-0.035714287,0.18232156,26.44876,0.18232156,-0.36956522,0.7482993,85.50748,0.0,0.6527778
"""CNR5216792""","""CID6342129""",0,0,12.979087,-0.001031591,77.567856,10.852782,78.71482,77.71799,0.0,0.0,0.0,-0.85,-0.3392857,0.0,28.98153,0.0,-0.5217391,-0.25170067,77.29081,0.0,-0.25694445
"""CNR4910618""","""CID6788924""",0,0,28.574453,0.001143475,77.210236,28.67318,77.1215,77.08174,0.0,0.0,0.0,0.15,0.3392857,0.0,28.494595,0.0,0.23913044,-0.5102041,77.12799,0.0,-0.6041667
"""CNR2077817""","""CID1752627""",0,0,28.482359,0.001143475,77.094734,28.68964,77.13126,81.97291,0.0,0.0,0.0,1.6666666,1.8035715,0.0,22.00075,0.0,-1.0434783,-0.33333334,77.27208,0.0,-0.625
"""CNR2233901""","""CID6158249""",0,0,25.89919,-0.000467298,81.79523,25.7294,81.80577,88.53007,0.0,0.0,0.0,1.3833333,2.482143,0.0,22.97448,0.0,-1.0869565,-0.034013607,82.31107,0.0,0.7777778
"""CNR3630767""","""CID1664856""",0,0,28.6536,0.001991443,77.29579,28.594776,77.18921,77.21148,0.0,0.0,0.0,-0.38333333,-0.76785713,0.0,28.57774,0.0,-0.5,0.088435374,77.35616,0.0,-0.03472222
"""CNR7134245""","""CID9728711""",0,0,27.182247,-0.000467298,77.995,28.665752,77.21747,77.306725,0.0,0.0,0.0,-0.13333334,0.08928572,0.0,28.646313,0.0,0.2173913,0.3537415,77.18854,0.0,0.20833333
"""CNR2201853""","""CID6915548""",0,0,28.67079,0.001143475,77.31175,28.495298,77.15298,90.568634,0.0,2.3321438,2.3321438,-0.98333335,0.98214287,0.0,26.44876,0.0,0.3043478,0.53061223,78.48685,0.0,-0.16666667
"""CNR5652377""","""CID1930046""",0,0,28.504114,-0.001031591,77.09678,28.36005,76.94139,77.2388,0.0,0.0,0.0,-0.6166667,-0.96428573,0.0,28.641645,0.0,0.17391305,-0.3469388,77.17049,0.0,-0.5208333
"""CNR7778800""","""CID3132850""",0,0,28.648544,0.001143475,77.20304,28.467205,77.077545,77.18921,0.0,0.0,0.0,-0.7,-0.71428573,0.0,28.594776,0.0,0.67391306,0.8503401,77.22503,0.0,0.7083333
"""CNR2438601""","""CID9004400""",0,0,28.52982,-0.001031591,77.36168,28.56103,77.20419,77.55332,0.0,0.0,0.0,0.8,-0.66071427,0.0,13.021856,0.0,0.67391306,-0.36734694,77.202965,0.0,-0.14583333
"""CNR7328797""","""CID1341753""",0,0,28.6536,-0.000467298,77.29579,28.535017,77.2641,77.202965,0.0,0.0,0.0,-0.18333334,-0.08928572,0.0,28.598492,0.0,-0.67391306,-0.3537415,77.23971,0.0,-0.43055555
"""CNR8178417""","""CID4505858""",0,0,28.429296,0.001143475,77.10534,28.56755,77.18559,88.19159,0.0,0.0,0.0,-0.3,-0.4642857,0.0,26.256575,0.0,0.54347825,0.13605443,91.78166,0.0,-0.048611112
