hour,temperature_2m_pickup,relative_humidity_2m_pickup,dew_point_2m_pickup,precipitation_pickup,snowfall_pickup,wind_speed_10m_pickup,AvgVTAT_missing_flag,DriverRatings_missing_flag,Avg VTAT_fill,Avg CTAT_fill,Booking Value_fill,Ride Distance_fill,Driver Ratings_fill,Customer Rating_fill,Vehicle Type_Bike,Vehicle Type_Go Mini,Vehicle Type_Go Sedan,Vehicle Type_Premier Sedan,Vehicle Type_Uber XL,Vehicle Type_eBike,Vehicle Type
4,27.3,74.0,22.2,0.0,0.0,15.3,0,0,10.8,19.5,561.0,30.71,4.6,3.7,False,False,True,False,False,False,Go Sedan
12,30.5,75.0,25.6,0.1,0.0,6.3,0,1,8.3,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
2,25.3,73.0,20.1,0.0,0.0,9.4,0,0,12.1,30.8,187.0,49.64,4.7,3.7,False,False,False,False,False,False,Auto
18,24.5,79.0,20.7,0.0,0.0,7.9,0,1,8.1,29.14832349978414,503.25600805871346,24.991942725572027,4.2249407676512405,4.4044700679197595,False,False,False,False,False,True,eBike
18,36.0,25.0,13.1,0.0,0.0,10.5,0,1,6.8,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
18,15.2,95.0,14.4,0.0,0.0,4.0,0,0,7.5,20.2,330.0,12.49,3.8,4.7,True,False,False,False,False,False,Bike
9,27.5,24.0,5.0,0.0,0.0,16.6,0,1,12.0,29.173641331849,508.02398542657625,24.611863171743753,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
19,25.0,91.0,23.4,0.0,0.0,4.5,0,0,8.2,43.5,70.0,3.76,4.4,4.6,False,False,False,False,False,False,Auto
18,24.2,91.0,22.7,0.0,0.0,5.4,0,0,3.0,20.7,428.0,46.49,3.6,3.1,False,False,False,False,False,False,Auto
8,20.7,28.0,1.3,0.0,0.0,2.4,0,1,12.7,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
11,36.8,36.0,19.4,0.0,0.0,6.7,0,0,3.7,31.9,332.0,48.7,3.3,5.0,False,False,False,True,False,False,Premier Sedan
19,27.8,16.0,-0.0,0.0,0.0,14.2,0,0,8.3,33.9,1598.0,12.66,4.2,3.9,False,True,False,False,False,False,Go Mini
18,30.2,33.0,12.2,0.0,0.0,15.1,0,1,4.8,29.201697075395764,510.3922726053126,24.640380332707274,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
16,26.8,88.0,24.6,0.0,0.0,16.5,0,0,4.7,40.4,405.0,20.92,4.3,4.9,False,False,True,False,False,False,Go Sedan
19,28.3,77.0,23.8,0.0,0.0,10.4,0,0,10.9,41.6,57.0,24.44,4.6,4.4,True,False,False,False,False,False,Bike
20,21.1,90.0,19.4,0.0,0.0,14.9,1,1,8.446660167213212,29.13119284616007,506.7431820021041,24.618638423565592,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
14,30.8,15.0,1.6,0.0,0.0,11.1,1,1,8.446660167213212,29.13119284616007,506.7431820021041,24.618638423565592,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
14,20.6,51.0,10.2,0.0,0.0,5.6,1,1,8.400261598201512,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
17,19.4,44.0,6.7,0.0,0.0,10.6,0,1,6.2,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
16,23.7,87.0,21.4,0.0,0.0,15.0,0,0,4.4,27.9,938.0,23.83,4.3,4.9,False,False,False,True,False,False,Premier Sedan
7,38.2,42.0,22.9,0.0,0.0,9.7,0,1,18.0,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
9,31.2,66.0,24.0,0.1,0.0,16.4,0,1,8.3,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
13,35.7,49.0,23.4,0.0,0.0,9.4,1,1,8.506528015659407,29.201697075395764,510.3922726053126,24.640380332707274,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
20,26.0,94.0,25.0,1.7,0.0,4.7,0,1,8.3,27.7,928.0,8.06,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
11,41.9,28.0,19.7,0.0,0.0,13.2,0,0,8.9,23.4,86.0,30.82,4.6,3.9,False,True,False,False,False,False,Go Mini
9,34.2,36.0,16.9,0.0,0.0,10.1,0,1,7.0,29.210539523212045,509.4071936428273,24.646159765788376,4.234065732857275,4.404009887393572,False,False,False,True,False,False,Premier Sedan
5,14.4,52.0,4.7,0.0,0.0,4.2,0,0,6.0,25.3,352.0,48.58,3.0,3.9,False,False,False,False,False,False,Auto
21,27.1,82.0,23.8,0.0,0.0,8.7,0,0,10.6,24.6,999.0,45.16,4.3,4.2,False,True,False,False,False,False,Go Mini
5,17.7,46.0,5.9,0.0,0.0,7.1,0,0,13.8,39.6,105.0,23.05,3.9,4.8,False,False,False,False,False,False,Auto
4,30.7,78.0,26.4,0.3,0.0,11.6,0,0,12.6,30.8,410.0,48.12,4.2,4.4,False,False,True,False,False,False,Go Sedan
7,16.8,73.0,11.9,0.0,0.0,5.4,0,0,14.7,36.2,398.0,29.4,4.6,4.6,False,True,False,False,False,False,Go Mini
14,27.6,60.0,19.1,0.0,0.0,5.8,0,0,5.3,33.6,270.0,43.64,4.2,4.6,False,True,False,False,False,False,Go Mini
20,17.1,90.0,15.5,0.0,0.0,7.9,0,1,7.1,11.2,478.0,5.66,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
18,24.5,53.0,14.2,0.0,0.0,7.2,0,1,7.6,29.173641331849,508.02398542657625,24.611863171743753,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
20,17.9,62.0,10.5,0.0,0.0,8.3,0,0,8.0,40.1,275.0,44.42,4.2,3.0,False,False,True,False,False,False,Go Sedan
22,22.5,78.0,18.4,0.0,0.0,7.0,0,0,13.0,37.0,116.0,24.32,4.2,4.2,False,False,False,True,False,False,Premier Sedan
7,25.2,33.0,7.6,0.0,0.0,5.4,0,0,6.8,36.2,632.0,3.68,3.9,5.0,False,True,False,False,False,False,Go Mini
18,19.8,82.0,16.6,0.0,0.0,7.2,0,0,4.4,31.7,325.0,36.67,3.8,4.2,True,False,False,False,False,False,Bike
19,21.0,50.0,10.3,0.0,0.0,17.3,0,1,8.8,29.210539523212045,509.4071936428273,24.646159765788376,4.234065732857275,4.404009887393572,False,False,False,True,False,False,Premier Sedan
5,26.5,88.0,24.3,1.0,0.0,14.8,0,0,8.8,34.6,654.0,41.75,5.0,4.9,False,True,False,False,False,False,Go Mini
13,15.9,85.0,13.4,0.0,0.0,7.2,0,0,10.0,33.2,264.0,24.55,4.4,3.7,False,False,True,False,False,False,Go Sedan
19,26.8,92.0,25.4,0.0,0.0,7.1,0,1,9.3,29.6,994.0,3.61,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
12,31.1,72.0,25.4,0.0,0.0,4.1,0,1,4.7,25.2,82.0,2.48,4.238222222222222,4.404481481481481,False,False,False,False,True,False,Uber XL
15,28.5,79.0,24.5,0.0,0.0,13.0,0,0,12.3,28.7,285.0,49.66,4.1,4.2,False,False,True,False,False,False,Go Sedan
10,26.8,37.0,10.7,0.0,0.0,12.4,1,1,8.400261598201512,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
15,26.1,86.0,23.6,0.0,0.0,6.6,0,0,13.9,16.2,945.0,9.9,4.0,4.9,False,False,False,False,False,True,eBike
6,13.0,84.0,10.4,0.0,0.0,0.0,0,0,4.3,32.9,160.0,44.55,3.8,4.3,False,True,False,False,False,False,Go Mini
10,27.3,71.0,21.5,0.0,0.0,21.1,0,0,7.4,29.8,230.0,47.47,4.3,4.3,True,False,False,False,False,False,Bike
1,11.4,98.0,11.0,0.0,0.0,3.6,0,0,2.0,40.3,1146.0,46.26,4.2,4.1,False,False,False,False,False,True,eBike
20,12.4,98.0,12.1,0.0,0.0,6.8,1,1,8.400261598201512,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
20,25.8,92.0,24.4,0.0,0.0,12.0,1,1,8.443825503355704,29.210539523212045,509.4071936428273,24.646159765788376,4.234065732857275,4.404009887393572,False,False,False,True,False,False,Premier Sedan
2,18.6,78.0,14.6,0.0,0.0,9.0,0,1,7.8,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
17,27.7,77.0,23.3,0.0,0.0,15.9,0,0,10.5,41.0,309.0,7.92,4.1,4.4,False,False,False,True,False,False,Premier Sedan
19,26.8,35.0,10.1,0.0,0.0,12.2,0,1,6.8,29.13119284616007,506.7431820021041,24.618638423565592,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
9,25.5,48.0,13.8,0.0,0.0,8.0,0,0,3.6,42.0,387.0,44.95,4.3,4.2,False,False,True,False,False,False,Go Sedan
1,20.5,91.0,19.0,0.0,0.0,8.7,0,0,6.2,36.6,538.0,46.03,3.3,3.8,False,False,False,True,False,False,Premier Sedan
15,15.4,76.0,11.2,0.0,0.0,11.9,0,1,17.8,29.13119284616007,506.7431820021041,24.618638423565592,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
17,22.3,96.0,21.6,0.2,0.0,11.4,0,0,8.4,19.7,257.0,32.71,3.4,3.6,False,True,False,False,False,False,Go Mini
9,25.3,41.0,11.1,0.0,0.0,12.5,0,0,10.9,42.2,384.0,5.27,4.2,4.2,False,False,False,False,False,False,Auto
17,32.5,21.0,7.5,0.0,0.0,9.4,0,0,12.3,31.4,229.0,12.24,4.2,4.9,False,False,True,False,False,False,Go Sedan
20,16.4,93.0,15.2,0.0,0.0,7.1,0,0,11.4,27.5,362.0,11.99,4.5,3.3,False,False,True,False,False,False,Go Sedan
17,17.5,94.0,16.6,0.2,0.0,19.0,0,0,13.5,28.3,1416.0,2.75,4.9,4.2,False,False,False,False,False,True,eBike
20,30.2,35.0,13.2,0.0,0.0,9.3,0,1,9.6,29.13119284616007,506.7431820021041,24.618638423565592,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
17,19.7,94.0,18.6,0.0,0.0,4.3,0,0,11.5,41.6,536.0,26.76,4.3,4.5,False,False,True,False,False,False,Go Sedan
22,16.0,69.0,10.4,0.0,0.0,10.1,0,1,6.9,29.14832349978414,503.25600805871346,24.991942725572027,4.2249407676512405,4.4044700679197595,False,False,False,False,False,True,eBike
19,21.4,100.0,21.4,0.0,0.0,26.0,0,0,6.0,23.7,220.0,28.94,4.2,4.6,False,False,False,False,False,False,Auto
10,20.5,42.0,7.1,0.0,0.0,8.6,0,1,6.3,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
17,19.7,79.0,16.0,0.0,0.0,16.1,0,0,4.5,45.0,416.0,27.45,4.1,4.3,True,False,False,False,False,False,Bike
9,34.0,29.0,13.3,0.0,0.0,10.4,0,0,6.1,23.3,765.0,34.88,4.5,4.3,False,True,False,False,False,False,Go Mini
8,32.4,35.0,15.1,0.0,0.0,4.5,0,1,5.3,24.8,675.0,9.57,4.234065732857275,4.404009887393572,False,False,False,True,False,False,Premier Sedan
19,18.1,53.0,8.4,0.0,0.0,1.2,0,0,2.6,15.8,413.0,43.17,3.8,4.2,False,False,False,False,False,False,Auto
19,28.4,91.0,26.8,0.0,0.0,7.9,0,1,6.7,29.13119284616007,506.7431820021041,24.618638423565592,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
10,36.9,31.0,16.9,0.3,0.0,24.0,0,0,14.1,32.3,466.0,34.0,4.3,5.0,False,False,False,False,False,False,Auto
9,23.6,22.0,0.9,0.0,0.0,13.8,0,1,9.4,29.13119284616007,506.7431820021041,24.618638423565592,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
16,32.3,21.0,6.9,0.0,0.0,10.6,0,0,13.7,41.2,269.0,20.55,4.1,3.9,False,False,True,False,False,False,Go Sedan
17,24.3,58.0,15.6,0.0,0.0,11.6,0,1,11.1,29.173641331849,508.02398542657625,24.611863171743753,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
5,32.3,62.0,24.2,0.1,0.0,12.3,0,0,13.1,31.7,427.0,6.81,4.2,4.3,False,False,False,False,False,False,Auto
20,30.2,31.0,11.2,0.0,0.0,19.7,0,1,6.1,29.173641331849,508.02398542657625,24.611863171743753,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
23,20.6,65.0,13.9,0.0,0.0,9.9,0,1,8.3,29.173641331849,508.02398542657625,24.611863171743753,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
6,29.7,47.0,17.1,0.0,0.0,19.6,0,0,6.0,39.2,578.0,20.3,3.7,4.7,True,False,False,False,False,False,Bike
13,25.5,50.0,14.4,0.0,0.0,6.3,0,1,5.9,29.14832349978414,503.25600805871346,24.991942725572027,4.2249407676512405,4.4044700679197595,False,False,False,False,False,True,eBike
10,16.7,62.0,9.5,0.0,0.0,8.8,0,0,13.1,30.4,351.0,8.59,4.8,4.1,False,False,False,True,False,False,Premier Sedan
7,36.1,46.0,22.5,0.0,0.0,6.9,0,0,2.4,16.5,1861.0,46.83,4.1,3.3,False,False,False,True,False,False,Premier Sedan
13,25.7,99.0,25.5,1.6,0.0,3.9,0,0,10.6,39.7,673.0,47.67,4.2,5.0,False,True,False,False,False,False,Go Mini
5,31.3,72.0,25.5,0.0,0.0,7.0,0,0,5.2,36.6,565.0,16.53,4.2,4.4,False,False,True,False,False,False,Go Sedan
8,32.1,61.0,23.7,0.1,0.0,25.0,1,1,8.446660167213212,29.13119284616007,506.7431820021041,24.618638423565592,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
17,22.8,97.0,22.3,3.8,0.0,2.4,0,0,5.9,27.7,1343.0,2.51,4.7,3.7,False,False,False,False,False,False,Auto
8,27.1,28.0,7.1,0.0,0.0,5.2,0,1,9.2,29.201697075395764,510.3922726053126,24.640380332707274,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
22,26.6,97.0,26.0,0.1,0.0,5.4,0,0,6.9,25.2,560.0,49.31,4.4,4.6,False,False,False,False,False,False,Auto
22,21.7,86.0,19.2,0.0,0.0,4.9,0,0,4.5,26.1,477.0,35.46,3.3,3.8,False,False,False,True,False,False,Premier Sedan
11,30.8,57.0,21.3,0.0,0.0,13.4,0,0,14.9,24.6,312.0,28.47,4.2,4.7,False,False,True,False,False,False,Go Sedan
6,20.8,59.0,12.4,0.0,0.0,12.1,1,1,8.506528015659407,29.201697075395764,510.3922726053126,24.640380332707274,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
12,31.6,63.0,23.6,0.0,0.0,4.8,0,0,13.9,20.6,462.0,16.6,4.2,4.9,False,False,False,False,False,False,Auto
1,35.1,36.0,17.8,0.0,0.0,16.3,0,0,12.8,31.1,674.0,36.18,3.6,3.0,False,False,False,False,False,False,Auto
16,30.1,44.0,16.7,0.0,0.0,19.9,0,1,15.6,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
18,27.3,90.0,25.6,4.5,0.0,16.6,0,0,10.8,15.9,2995.0,5.61,4.6,5.0,True,False,False,False,False,False,Bike
22,22.6,63.0,15.1,0.0,0.0,8.0,0,0,10.8,27.4,267.0,11.18,4.7,4.4,False,False,False,False,False,False,Auto
18,29.9,77.0,25.4,0.0,0.0,7.6,1,1,8.400261598201512,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
15,18.0,63.0,10.9,0.0,0.0,10.7,0,1,4.9,29.14832349978414,503.25600805871346,24.991942725572027,4.2249407676512405,4.4044700679197595,False,False,False,False,False,True,eBike
12,30.3,83.0,27.2,2.3,0.0,6.6,0,1,7.3,17.8,926.0,12.09,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
22,30.3,24.0,7.7,0.0,0.0,10.7,0,1,11.3,29.173641331849,508.02398542657625,24.611863171743753,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
12,39.3,13.0,5.3,0.0,0.0,18.2,0,1,5.6,28.5,1269.0,18.04,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
9,25.0,49.0,13.5,0.0,0.0,6.2,0,0,14.5,44.4,126.0,34.02,4.7,4.2,False,False,False,False,False,False,Auto
10,33.2,39.0,17.3,0.0,0.0,2.2,0,0,12.6,38.9,289.0,16.87,4.8,4.3,False,False,True,False,False,False,Go Sedan
18,5.6,98.0,5.3,0.0,0.0,7.8,0,0,5.5,41.7,710.0,9.88,4.3,5.0,False,True,False,False,False,False,Go Mini
6,30.8,49.0,18.8,0.0,0.0,6.7,0,1,9.5,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
10,30.8,24.0,7.8,0.0,0.0,9.0,0,0,8.9,21.3,368.0,45.15,3.8,5.0,False,False,False,False,False,False,Auto
18,26.1,33.0,8.6,0.0,0.0,10.0,0,1,11.6,29.201697075395764,510.3922726053126,24.640380332707274,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
20,25.3,52.0,14.7,0.0,0.0,13.2,0,0,11.1,15.1,243.0,21.89,4.6,4.9,False,False,True,False,False,False,Go Sedan
10,27.9,81.0,24.2,0.0,0.0,10.5,0,0,4.4,40.8,415.0,16.25,4.3,4.2,True,False,False,False,False,False,Bike
10,28.6,32.0,10.3,0.0,0.0,8.8,1,1,8.506528015659407,29.201697075395764,510.3922726053126,24.640380332707274,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
12,29.8,74.0,24.6,0.0,0.0,9.1,0,0,14.9,44.5,76.0,44.74,4.3,4.7,False,False,False,True,False,False,Premier Sedan
8,34.0,33.0,15.5,0.0,0.0,4.9,0,0,13.2,44.6,770.0,48.01,4.6,4.6,False,False,False,False,False,False,Auto
10,30.7,64.0,23.1,0.1,0.0,12.1,0,0,11.6,22.8,342.0,3.68,4.2,4.9,False,False,True,False,False,False,Go Sedan
15,13.7,98.0,13.4,0.3,0.0,10.0,0,1,6.2,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
13,26.7,62.0,18.7,0.0,0.0,7.1,0,1,6.5,16.5,390.0,5.98,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
13,22.9,73.0,17.7,0.0,0.0,7.8,0,0,8.9,17.9,113.0,22.57,3.4,4.2,False,False,True,False,False,False,Go Sedan
15,30.9,76.0,26.2,0.0,0.0,9.9,0,0,2.9,45.0,1022.0,17.07,4.0,4.9,False,True,False,False,False,False,Go Mini
15,25.4,74.0,20.4,0.0,0.0,22.6,0,0,9.8,40.3,605.0,8.92,4.2,5.0,False,False,True,False,False,False,Go Sedan
20,22.8,26.0,2.4,0.0,0.0,10.9,0,0,9.8,29.5,203.0,23.78,4.7,4.6,False,False,False,False,False,False,Auto
21,5.4,99.0,5.2,0.0,0.0,7.0,0,1,17.6,29.13119284616007,506.7431820021041,24.618638423565592,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
10,28.3,85.0,25.5,0.0,0.0,14.4,1,1,8.400261598201512,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
12,29.1,76.0,24.4,0.1,0.0,10.0,0,1,10.5,29.02648484165446,510.87715541530486,24.56676434126,4.232220294882914,4.408784537232066,False,False,True,False,False,False,Go Sedan
21,23.2,98.0,22.8,0.3,0.0,3.5,0,0,5.3,29.1,654.0,34.05,4.5,4.8,False,False,False,True,False,False,Premier Sedan
5,17.6,45.0,5.4,0.0,0.0,14.3,0,1,5.2,29.201697075395764,510.3922726053126,24.640380332707274,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
13,24.6,77.0,20.3,0.0,0.0,9.6,0,0,3.5,25.3,339.0,40.65,3.8,4.2,False,False,True,False,False,False,Go Sedan
16,28.1,27.0,7.5,0.0,0.0,7.3,0,0,3.2,22.9,466.0,15.12,4.6,4.7,True,False,False,False,False,False,Bike
11,21.1,47.0,9.3,0.0,0.0,8.4,0,0,10.5,27.4,501.0,22.24,5.0,4.4,False,False,False,True,False,False,Premier Sedan
11,33.1,66.0,25.9,0.0,0.0,11.1,0,0,5.4,38.6,61.0,25.55,3.6,4.9,False,False,False,False,False,True,eBike
14,41.5,17.0,11.7,0.0,0.0,14.8,0,1,5.1,29.173641331849,508.02398542657625,24.611863171743753,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
18,19.7,89.0,17.9,0.0,0.0,8.0,0,0,2.9,42.4,1734.0,7.18,4.2,4.7,False,False,False,False,False,False,Auto
4,15.0,86.0,12.6,0.2,0.0,10.4,0,0,14.0,23.1,979.0,29.37,4.1,4.9,False,False,True,False,False,False,Go Sedan
10,46.0,7.0,1.3,0.0,0.0,22.7,0,0,8.4,32.9,186.0,37.55,4.4,4.8,False,True,False,False,False,False,Go Mini
5,22.4,56.0,13.1,0.0,0.0,5.8,0,1,11.7,29.13119284616007,506.7431820021041,24.618638423565592,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
14,27.0,90.0,25.3,0.1,0.0,6.4,0,0,6.4,43.0,500.0,9.16,3.4,4.2,False,True,False,False,False,False,Go Mini
21,23.0,90.0,21.3,0.0,0.0,8.7,0,1,3.1,11.0,454.0,13.75,4.234065732857275,4.404009887393572,False,False,False,True,False,False,Premier Sedan
14,14.0,86.0,11.6,0.0,0.0,12.5,0,1,15.6,29.13119284616007,506.7431820021041,24.618638423565592,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
21,18.1,89.0,16.2,0.0,0.0,6.5,0,0,7.8,21.4,102.0,45.51,4.2,4.3,False,False,False,False,False,False,Auto
16,15.0,62.0,7.8,0.0,0.0,8.9,0,1,7.4,29.173641331849,508.02398542657625,24.611863171743753,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
17,14.4,93.0,13.3,0.0,0.0,10.5,0,1,6.3,25.3,446.0,14.3,4.238222222222222,4.404481481481481,False,False,False,False,True,False,Uber XL
1,23.2,97.0,22.7,0.0,0.0,4.7,0,1,8.1,23.1,279.0,5.75,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
22,27.3,34.0,10.2,0.0,0.0,6.8,0,0,14.1,32.2,781.0,48.98,4.3,4.6,False,False,False,False,False,False,Auto
17,15.1,63.0,8.2,0.3,0.0,3.4,0,1,16.7,29.173641331849,508.02398542657625,24.611863171743753,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
16,26.3,26.0,5.3,0.0,0.0,6.7,0,1,3.5,29.173641331849,508.02398542657625,24.611863171743753,4.22735351291308,4.404970841432935,False,True,False,False,False,False,Go Mini
6,22.7,66.0,16.1,0.0,0.0,1.3,0,0,11.3,34.0,328.0,31.65,4.7,4.2,False,True,False,False,False,False,Go Mini
17,26.5,87.0,24.2,0.0,0.0,7.2,0,0,14.7,40.5,175.0,13.52,3.8,4.2,False,False,False,False,False,False,Auto
21,6.2,91.0,4.8,0.0,0.0,2.7,0,1,2.1,19.7,370.0,13.73,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
19,25.1,94.0,24.0,3.1,0.0,17.4,0,0,14.7,27.5,1364.0,19.91,4.8,4.6,False,False,True,False,False,False,Go Sedan
19,10.0,90.0,8.4,0.0,0.0,9.2,0,0,9.4,19.6,541.0,6.43,3.4,4.4,False,False,False,True,False,False,Premier Sedan
17,12.3,88.0,10.4,0.0,0.0,4.8,0,0,6.6,30.7,443.0,15.53,3.7,4.2,False,False,True,False,False,False,Go Sedan
10,44.8,10.0,6.8,0.0,0.0,15.8,0,1,13.4,29.201697075395764,510.3922726053126,24.640380332707274,4.229652996845426,4.404225662093757,True,False,False,False,False,False,Bike
8,29.9,82.0,26.5,0.6,0.0,5.0,0,1,2.5,23.3,167.0,2.64,4.2249407676512405,4.4044700679197595,False,False,False,False,False,True,eBike
12,23.0,89.0,21.1,0.9,0.0,13.5,0,1,3.1,29.9,131.0,17.1,4.2249407676512405,4.4044700679197595,False,False,False,False,False,True,eBike
9,35.5,21.0,10.1,0.0,0.0,19.9,0,1,15.9,29.210539523212045,509.4071936428273,24.646159765788376,4.234065732857275,4.404009887393572,False,False,False,True,False,False,Premier Sedan
21,17.3,62.0,10.0,0.0,0.0,5.7,0,0,11.2,23.8,173.0,5.58,4.7,5.0,False,False,False,True,False,False,Premier Sedan
19,27.0,89.0,25.1,0.0,0.0,2.5,0,1,7.7,29.13119284616007,506.7431820021041,24.618638423565592,4.231947036345864,4.4025459877366035,False,False,False,False,False,False,Auto
20,22.4,89.0,20.5,0.4,0.0,12.3,0,0,11.6,44.7,405.0,26.07,4.3,4.5,False,False,True,False,False,False,Go Sedan
1,13.2,79.0,9.7,0.0,0.0,10.9,0,0,3.0,37.5,188.0,45.92,4.3,4.4,False,False,False,False,False,False,Auto
8,35.4,18.0,7.5,0.0,0.0,12.1,0,0,10.1,34.3,953.0,25.31,3.1,4.1,False,False,False,False,False,False,Auto
17,15.7,56.0,6.9,0.0,0.0,11.2,0,0,10.6,30.0,368.0,10.69,3.2,4.8,False,True,False,False,False,False,Go Mini
14,36.9,11.0,1.6,0.0,0.0,9.2,1,1,8.48983193277311,29.14832349978414,503.25600805871346,24.991942725572027,4.2249407676512405,4.4044700679197595,False,False,False,False,False,True,eBike
15,23.9,72.0,18.4,0.0,0.0,7.3,0,0,5.5,28.3,439.0,16.78,4.1,4.6,False,True,False,False,False,False,Go Mini
9,25.7,50.0,14.4,0.0,0.0,10.7,0,0,10.0,40.4,348.0,16.63,3.9,3.6,True,False,False,False,False,False,Bike
18,26.2,89.0,24.1,0.0,0.0,11.8,0,1,17.9,29.23264476803251,503.83101930240434,24.48038266169997,4.238222222222222,4.404481481481481,False,False,False,False,True,False,Uber XL
10,28.7,28.0,8.6,0.0,0.0,12.6,0,0,14.5,24.1,417.0,39.88,4.2,4.3,False,False,True,False,False,False,Go Sedan
18,22.0,84.0,19.3,0.0,0.0,18.4,0,0,9.4,21.5,747.0,24.69,4.7,3.2,False,False,False,False,False,True,eBike
9,29.9,26.0,8.4,0.0,0.0,19.2,0,0,7.8,18.3,274.0,26.11,4.1,4.5,False,False,True,False,False,False,Go Sedan
8,29.5,20.0,4.4,0.0,0.0,9.9,0,1,4.7,29.210539523212045,509.4071936428273,24.646159765788376,4.234065732857275,4.404009887393572,False,False,False,True,False,False,Premier Sedan
8,26.1,27.0,5.6,0.0,0.0,7.8,0,0,3.2,21.2,457.0,23.02,3.9,3.7,False,False,True,False,False,False,Go Sedan
0,24.8,83.0,21.7,0.0,0.0,9.2,0,0,13.3,28.2,164.0,8.15,4.3,4.3,False,False,True,False,False,False,Go Sedan
17,28.4,71.0,22.6,0.0,0.0,8.9,0,0,8.5,41.8,251.0,21.1,4.6,3.9,False,False,False,False,False,False,Auto
20,11.3,70.0,6.1,0.0,0.0,3.7,1,1,8.48983193277311,29.14832349978414,503.25600805871346,24.991942725572027,4.2249407676512405,4.4044700679197595,False,False,False,False,False,True,eBike
