cluster,silhouette,Booking ID,Customer ID
0,0.031862013,"""CNR9626636""","""CID7495095"""
3,0.34075478,"""CNR8588347""","""CID7406836"""
2,0.32632488,"""CNR4935026""","""CID3754115"""
3,0.5109449,"""CNR7651014""","""CID5733052"""
4,0.14504327,"""CNR7514299""","""CID1057496"""
4,0.31859937,"""CNR2181797""","""CID5562340"""
3,0.2559762,"""CNR1311784""","""CID4237494"""
3,0.53227735,"""CNR7702943""","""CID8666686"""
2,0.18924823,"""CNR2403206""","""CID1660793"""
1,0.5090715,"""CNR6421986""","""CID9273173"""
4,0.4423914,"""CNR4009502""","""CID5638478"""
2,0.45569062,"""CNR1696347""","""CID4880531"""
1,0.24329725,"""CNR1361696""","""CID9018133"""
1,0.04438717,"""CNR2864744""","""CID5565351"""
2,0.10478714,"""CNR1715589""","""CID4122946"""
4,0.21538883,"""CNR8664554""","""CID7550732"""
3,0.07525271,"""CNR9315008""","""CID3997074"""
3,0.50292194,"""CNR8109376""","""CID5375746"""
3,0.2647455,"""CNR6270164""","""CID8575460"""
0,0.49893656,"""CNR5895007""","""CID7661364"""
2,0.3797168,"""CNR4994921""","""CID8213441"""
2,0.1297384,"""CNR6051188""","""CID9600004"""
0,0.45562068,"""CNR5749520""","""CID8388533"""
4,0.03611531,"""CNR1441299""","""CID3948373"""
3,0.31070325,"""CNR3755238""","""CID3220708"""
0,0.4622436,"""CNR2746110""","""CID2732577"""
4,0.43304524,"""CNR7388717""","""CID8617999"""
1,0.44772547,"""CNR8400720""","""CID2628174"""
3,0.5315925,"""CNR2037698""","""CID3995409"""
0,0.54989237,"""CNR6656379""","""CID6243904"""
4,0.036211446,"""CNR6353488""","""CID3497561"""
0,0.38902885,"""CNR5696337""","""CID9663928"""
3,0.5171701,"""CNR1555819""","""CID1135963"""
4,0.5586737,"""CNR9555643""","""CID9805356"""
3,0.5308072,"""CNR9823651""","""CID9253058"""
1,0.46853226,"""CNR1379422""","""CID6857573"""
1,0.4805644,"""CNR8974976""","""CID7284255"""
1,0.50953066,"""CNR6777965""","""CID7782710"""
2,0.10021431,"""CNR8710482""","""CID9540154"""
1,0.23415284,"""CNR1352673""","""CID7614981"""
4,0.4335165,"""CNR6837614""","""CID7704750"""
0,0.5448088,"""CNR7391784""","""CID5056224"""
0,0.1980743,"""CNR6463424""","""CID6830685"""
0,0.56585306,"""CNR1300159""","""CID9084570"""
0,0.51418656,"""CNR8134885""","""CID9280596"""
2,0.2336565,"""CNR9608374""","""CID3250939"""
4,0.4867717,"""CNR7479589""","""CID9098271"""
3,0.51583743,"""CNR6924084""","""CID2218577"""
2,0.25660178,"""CNR7761833""","""CID5656440"""
1,0.5528291,"""CNR1085301""","""CID4049058"""
1,0.1425807,"""CNR4806962""","""CID9338530"""
2,0.4512225,"""CNR3910349""","""CID8279843"""
4,0.2404587,"""CNR7516306""","""CID7009082"""
1,0.5264112,"""CNR5804794""","""CID1995384"""
0,0.33070666,"""CNR6171746""","""CID4113786"""
3,0.5419354,"""CNR2371037""","""CID2260176"""
0,-0.05913412,"""CNR9490950""","""CID8183998"""
3,0.50449187,"""CNR7717912""","""CID2376399"""
4,0.5255756,"""CNR7501459""","""CID2812928"""
2,0.55597115,"""CNR3538126""","""CID3702255"""
1,0.42168647,"""CNR9181878""","""CID8491008"""
0,0.5400648,"""CNR2006161""","""CID8894268"""
3,0.5421853,"""CNR4320213""","""CID7448814"""
2,0.49618372,"""CNR6332871""","""CID5604712"""
0,0.5366267,"""CNR9055310""","""CID1835752"""
0,0.47578204,"""CNR8747621""","""CID2276813"""
0,0.38952652,"""CNR3695231""","""CID2019207"""
2,0.090956695,"""CNR5906686""","""CID3388618"""
4,0.4740597,"""CNR1354350""","""CID8446486"""
0,0.56151474,"""CNR3705367""","""CID7253290"""
0,0.45188925,"""CNR8940958""","""CID6659808"""
1,0.3733281,"""CNR9730854""","""CID4955760"""
2,0.21798587,"""CNR3902511""","""CID5442387"""
1,0.20961192,"""CNR6852824""","""CID8044170"""
4,0.0897253,"""CNR8650926""","""CID2154115"""
3,0.10534562,"""CNR3816371""","""CID7781316"""
0,0.47242135,"""CNR3594521""","""CID1790053"""
0,0.07649932,"""CNR4356860""","""CID3578620"""
0,0.5574842,"""CNR5346104""","""CID7564497"""
4,0.4851429,"""CNR2485681""","""CID5367360"""
1,0.5502696,"""CNR8764513""","""CID5278627"""
4,0.27528855,"""CNR5072676""","""CID6642270"""
1,0.5369013,"""CNR2600452""","""CID9710689"""
0,0.37950608,"""CNR3669129""","""CID7685573"""
1,0.47132578,"""CNR8017357""","""CID8562479"""
2,0.55048233,"""CNR5510109""","""CID5541657"""
0,-0.007106304,"""CNR5729655""","""CID9173072"""
0,0.5092899,"""CNR4776433""","""CID9952943"""
1,0.5280325,"""CNR8688672""","""CID6327303"""
4,0.5472209,"""CNR4051350""","""CID6100946"""
3,0.5266871,"""CNR9611896""","""CID9458063"""
3,0.53846544,"""CNR1593167""","""CID7567784"""
4,0.05776698,"""CNR9755881""","""CID2009231"""
4,0.05951737,"""CNR5973425""","""CID2525555"""
1,0.090497546,"""CNR6853685""","""CID7699397"""
2,0.093231484,"""CNR1706783""","""CID4928051"""
1,0.5377887,"""CNR9765080""","""CID1831405"""
3,0.5457506,"""CNR6711564""","""CID8599811"""
4,0.27410758,"""CNR4953997""","""CID6916183"""
1,0.22771142,"""CNR5799912""","""CID1848333"""
2,0.32304582,"""CNR5546589""","""CID7130018"""
0,0.46136695,"""CNR6263887""","""CID2802536"""
3,0.55299515,"""CNR2005426""","""CID3761902"""
1,0.01022751,"""CNR3095430""","""CID4875637"""
3,0.46145487,"""CNR2509851""","""CID3139609"""
3,0.41716772,"""CNR1334455""","""CID7105533"""
4,0.3153528,"""CNR3414338""","""CID4043160"""
2,0.17740221,"""CNR4017776""","""CID3402576"""
1,0.4102366,"""CNR3970176""","""CID6187898"""
1,0.009906092,"""CNR7125687""","""CID9238256"""
2,0.10384851,"""CNR6601126""","""CID9844681"""
4,0.24960752,"""CNR3864116""","""CID2604160"""
3,0.5452883,"""CNR9872500""","""CID1564510"""
0,0.30751863,"""CNR7581696""","""CID3657752"""
4,0.039319646,"""CNR8290512""","""CID6715504"""
3,0.06459019,"""CNR4657343""","""CID5159476"""
3,0.34769732,"""CNR4204010""","""CID6069451"""
2,0.48444986,"""CNR3165206""","""CID4857269"""
3,0.33636034,"""CNR2104386""","""CID8615000"""
1,0.5394905,"""CNR1485005""","""CID1924966"""
2,0.4411021,"""CNR5548791""","""CID2543892"""
3,0.54941946,"""CNR2400754""","""CID1216253"""
0,0.42430303,"""CNR7032756""","""CID1952932"""
1,0.26134083,"""CNR1866055""","""CID7156744"""
0,0.55642885,"""CNR1291289""","""CID7611095"""
4,0.55889565,"""CNR5894634""","""CID4640467"""
2,0.071023315,"""CNR5169559""","""CID7315935"""
1,0.5009607,"""CNR8682689""","""CID9907462"""
1,0.21695094,"""CNR2272217""","""CID5171956"""
1,0.5488035,"""CNR8944469""","""CID4740077"""
0,0.36186317,"""CNR7668831""","""CID8600316"""
4,0.25837046,"""CNR6060400""","""CID6459586"""
2,0.09786768,"""CNR5226491""","""CID4309362"""
4,0.4543004,"""CNR9554264""","""CID9636870"""
1,0.30612198,"""CNR8355846""","""CID6199279"""
3,0.17558114,"""CNR7111523""","""CID4662782"""
3,0.045310784,"""CNR2077242""","""CID6597613"""
2,0.26098868,"""CNR8749399""","""CID5831021"""
1,0.110204875,"""CNR9571183""","""CID8738794"""
2,0.38533965,"""CNR9270572""","""CID3262214"""
0,-0.04742439,"""CNR3805952""","""CID2639857"""
1,0.30064636,"""CNR4657332""","""CID2305330"""
2,0.22028174,"""CNR9335478""","""CID6087165"""
0,0.40458572,"""CNR9823232""","""CID7427391"""
0,0.38081175,"""CNR8306165""","""CID7508759"""
2,0.3319695,"""CNR5154847""","""CID9002838"""
1,0.50203407,"""CNR3377669""","""CID1123413"""
3,0.5755797,"""CNR3310500""","""CID6722513"""
1,0.5129426,"""CNR9326499""","""CID2318736"""
2,0.09737074,"""CNR3098338""","""CID3070864"""
2,0.3837611,"""CNR6843001""","""CID9847539"""
0,0.5198759,"""CNR2080600""","""CID1511843"""
1,-0.007790058,"""CNR2802962""","""CID7259860"""
0,0.48486364,"""CNR7463348""","""CID5427234"""
3,0.10569973,"""CNR5507195""","""CID9734592"""
2,0.19230518,"""CNR5207982""","""CID4160844"""
1,0.3421417,"""CNR5412547""","""CID5405720"""
3,0.158431,"""CNR1932302""","""CID2440764"""
4,0.5490313,"""CNR5421051""","""CID1314598"""
1,0.563832,"""CNR5616339""","""CID3006148"""
2,0.5228916,"""CNR4182579""","""CID5856680"""
4,0.34808514,"""CNR6297790""","""CID8329126"""
4,0.06646529,"""CNR3066347""","""CID9271452"""
2,0.13178772,"""CNR2945378""","""CID8601146"""
3,0.547115,"""CNR9183726""","""CID1493691"""
3,0.1426525,"""CNR8474959""","""CID9188735"""
4,0.5665924,"""CNR2142596""","""CID1133887"""
4,0.18357824,"""CNR1281231""","""CID2035156"""
3,0.1889487,"""CNR4702211""","""CID4923363"""
3,0.533989,"""CNR6555717""","""CID9234061"""
3,0.09408978,"""CNR3123562""","""CID6347768"""
2,0.33899218,"""CNR4932949""","""CID4063322"""
2,0.5212042,"""CNR7638167""","""CID4996566"""
0,0.15880056,"""CNR6487591""","""CID3080057"""
1,0.5300868,"""CNR1070075""","""CID9723737"""
3,0.50009143,"""CNR8333446""","""CID7701070"""
2,0.37335223,"""CNR1195189""","""CID4695688"""
2,0.13821428,"""CNR4641697""","""CID4212140"""
3,0.52979916,"""CNR9256868""","""CID9703235"""
2,0.33557013,"""CNR9503079""","""CID3987349"""
1,0.36884505,"""CNR1360065""","""CID3072059"""
0,0.53234065,"""CNR3007995""","""CID9789323"""
0,0.21748427,"""CNR8856527""","""CID3112534"""
0,0.5237757,"""CNR9047057""","""CID6771574"""
0,0.51505077,"""CNR1379383""","""CID4322953"""
1,0.46639153,"""CNR5531050""","""CID5247551"""
4,0.49694782,"""CNR2321037""","""CID7056958"""
0,0.41525623,"""CNR8478980""","""CID2984215"""
0,0.22127482,"""CNR4701141""","""CID1852052"""
4,0.47282547,"""CNR9127294""","""CID4070306"""
1,0.54210913,"""CNR5041927""","""CID7671672"""
4,0.5396763,"""CNR8246861""","""CID4635504"""
4,0.33057892,"""CNR2914832""","""CID2222248"""
1,0.20936257,"""CNR9674198""","""CID6076711"""
3,0.009232698,"""CNR7919672""","""CID7821279"""
1,-0.020404214,"""CNR3479092""","""CID8718097"""
3,0.5127647,"""CNR4711392""","""CID9464565"""
3,0.39674732,"""CNR8226968""","""CID9431624"""
1,0.52720696,"""CNR7050165""","""CID5875627"""
1,0.4029588,"""CNR2506548""","""CID7097029"""
4,0.5512526,"""CNR5712603""","""CID5005641"""
4,0.55083054,"""CNR7273661""","""CID5132577"""
0,0.4041579,"""CNR9753024""","""CID8198556"""
2,0.2120312,"""CNR2086322""","""CID9533053"""
2,0.22835039,"""CNR5203121""","""CID1880781"""
2,0.37741184,"""CNR6951137""","""CID7588168"""
0,0.04132557,"""CNR6398859""","""CID8415372"""
0,0.5267674,"""CNR5793013""","""CID8714099"""
3,0.5276989,"""CNR1607309""","""CID3079056"""
0,0.2668644,"""CNR1156880""","""CID8998913"""
4,0.34735066,"""CNR9370267""","""CID2756111"""
3,0.058835275,"""CNR7636838""","""CID9373301"""
2,0.25770998,"""CNR1832897""","""CID3972370"""
0,0.26782694,"""CNR8957533""","""CID8831107"""
1,0.2102086,"""CNR5594039""","""CID5360023"""
1,0.17041354,"""CNR8679472""","""CID9426584"""
4,0.4961057,"""CNR4417156""","""CID8083779"""
2,0.47093433,"""CNR1183071""","""CID4231584"""
3,0.4172779,"""CNR6839941""","""CID5089776"""
1,0.4710426,"""CNR4534512""","""CID5221638"""
1,0.21201915,"""CNR7096520""","""CID7613882"""
4,0.17810334,"""CNR2074266""","""CID8761531"""
3,0.406758,"""CNR6179136""","""CID5672647"""
3,0.26889437,"""CNR5550968""","""CID6856794"""
2,0.3854446,"""CNR4255316""","""CID4047203"""
1,0.45660257,"""CNR1096660""","""CID7107873"""
2,0.12805505,"""CNR4951323""","""CID3848198"""
3,0.3755128,"""CNR6426514""","""CID2035110"""
2,0.23759295,"""CNR2851395""","""CID4540418"""
1,0.21673526,"""CNR5438771""","""CID1795623"""
4,0.2187338,"""CNR8354482""","""CID6617100"""
3,0.4545268,"""CNR7656347""","""CID6744870"""
3,0.37563002,"""CNR8267532""","""CID8446600"""
1,0.48382157,"""CNR7380227""","""CID2418612"""
4,0.2551173,"""CNR6539750""","""CID8332992"""
3,0.5561228,"""CNR4014860""","""CID6150067"""
3,0.012256268,"""CNR5436242""","""CID4871636"""
1,0.5592828,"""CNR5965563""","""CID9590949"""
1,0.5444607,"""CNR9300211""","""CID1604777"""
3,0.22724272,"""CNR7359338""","""CID1057676"""
3,0.37436846,"""CNR9936228""","""CID9657327"""
3,0.41642043,"""CNR2373992""","""CID2977387"""
4,0.4908071,"""CNR8061936""","""CID6581196"""
0,0.14601262,"""CNR2384049""","""CID8859451"""
4,0.35499203,"""CNR4817158""","""CID4678165"""
1,0.37517187,"""CNR2770946""","""CID2121484"""
2,0.3342524,"""CNR2916048""","""CID9631749"""
3,0.5299181,"""CNR1884235""","""CID4203726"""
4,0.011379773,"""CNR7533724""","""CID8436147"""
2,0.16152497,"""CNR8702026""","""CID3398103"""
3,0.31036875,"""CNR6482348""","""CID6227882"""
4,0.4070358,"""CNR3890542""","""CID9916715"""
0,0.5411299,"""CNR6670236""","""CID4271353"""
3,0.49595255,"""CNR2567115""","""CID1594270"""
3,0.4034605,"""CNR7965505""","""CID3940740"""
1,0.5541367,"""CNR4369777""","""CID3405855"""
0,0.5643788,"""CNR8108654""","""CID4422718"""
4,0.5608892,"""CNR9694028""","""CID1291675"""
4,0.52740955,"""CNR1767129""","""CID1709899"""
1,0.4346817,"""CNR4693629""","""CID7103893"""
0,0.55464345,"""CNR9157002""","""CID6577268"""
2,0.33014113,"""CNR7595186""","""CID9728428"""
4,0.23622386,"""CNR7699030""","""CID4381513"""
3,0.53230345,"""CNR7047503""","""CID6983510"""
4,0.37337056,"""CNR3110222""","""CID7115159"""
0,0.08923308,"""CNR5446101""","""CID6844601"""
3,0.5490066,"""CNR8172325""","""CID9584972"""
1,0.41400063,"""CNR6341434""","""CID2027203"""
0,0.5363155,"""CNR9652100""","""CID3244344"""
4,0.5078443,"""CNR8987283""","""CID5585008"""
4,0.49721593,"""CNR9306353""","""CID7599150"""
2,0.06471097,"""CNR9623019""","""CID3428566"""
4,0.45366415,"""CNR7717594""","""CID2606386"""
0,0.44989485,"""CNR4686921""","""CID7923754"""
4,0.16721968,"""CNR5937040""","""CID2677989"""
1,0.20870502,"""CNR2983057""","""CID6311408"""
2,0.24747069,"""CNR3790611""","""CID8338220"""
2,0.2163794,"""CNR8444686""","""CID2942748"""
3,0.5426338,"""CNR8153015""","""CID2549301"""
2,0.34352538,"""CNR4572064""","""CID9249938"""
0,0.35224536,"""CNR7982092""","""CID3697068"""
2,0.14429578,"""CNR3329997""","""CID3049384"""
1,0.27542868,"""CNR8067517""","""CID9589578"""
3,0.44552025,"""CNR4413441""","""CID1141947"""
2,0.3653367,"""CNR8449576""","""CID6859630"""
1,0.5389059,"""CNR8939969""","""CID1864008"""
1,-0.04714504,"""CNR1224373""","""CID2686673"""
0,0.46924806,"""CNR7910984""","""CID7981846"""
3,0.27474567,"""CNR8803205""","""CID8222482"""
4,0.39827633,"""CNR6033809""","""CID4012123"""
2,0.28781214,"""CNR3992739""","""CID5150105"""
3,0.57729155,"""CNR2678852""","""CID2071216"""
2,0.44380182,"""CNR1958463""","""CID7446111"""
4,0.47268617,"""CNR9696878""","""CID7757297"""
2,0.088376105,"""CNR8785371""","""CID9597428"""
1,0.27002686,"""CNR8116727""","""CID3327963"""
4,0.5093256,"""CNR9629894""","""CID2799602"""
2,0.27131057,"""CNR4467509""","""CID6031705"""
1,0.47201023,"""CNR8937065""","""CID1519884"""
0,0.49992377,"""CNR6223399""","""CID8397776"""
4,0.30864984,"""CNR5523042""","""CID4091553"""
4,0.47214472,"""CNR7580380""","""CID6467246"""
3,0.034151964,"""CNR7801171""","""CID4060019"""
2,0.542656,"""CNR2701586""","""CID1663830"""
4,0.033736996,"""CNR3768632""","""CID7207227"""
1,0.54353523,"""CNR9695952""","""CID4118775"""
4,0.5646981,"""CNR4658108""","""CID9879289"""
3,0.5117093,"""CNR9156016""","""CID4004387"""
0,0.54073286,"""CNR6596415""","""CID4243049"""
3,0.3575674,"""CNR1125525""","""CID5846635"""
0,0.37129173,"""CNR1231108""","""CID6321330"""
0,0.4354998,"""CNR1469567""","""CID5842453"""
1,0.5382328,"""CNR6597470""","""CID7158419"""
0,0.24640028,"""CNR7756119""","""CID4913102"""
2,0.3950293,"""CNR9418200""","""CID7511653"""
4,0.0866494,"""CNR5597918""","""CID4683523"""
3,0.5556677,"""CNR6942286""","""CID4338573"""
1,0.26217484,"""CNR7460414""","""CID7053460"""
4,0.54176265,"""CNR1099059""","""CID1026717"""
0,0.35796073,"""CNR4015325""","""CID9154621"""
2,0.04569357,"""CNR3232436""","""CID4035669"""
3,0.11471631,"""CNR6548970""","""CID5309316"""
1,0.52791387,"""CNR8412130""","""CID9155510"""
2,0.52033085,"""CNR4259879""","""CID4585879"""
1,0.5156572,"""CNR9216113""","""CID2950522"""
4,0.45717466,"""CNR7725475""","""CID7615694"""
0,0.4620609,"""CNR8713510""","""CID7988901"""
4,0.54869115,"""CNR7453259""","""CID8886755"""
3,0.19073552,"""CNR8494034""","""CID3285391"""
0,0.34241098,"""CNR1406727""","""CID1997660"""
4,0.48516163,"""CNR9616932""","""CID6744949"""
4,0.2024367,"""CNR3763522""","""CID4898067"""
2,0.3916248,"""CNR8993419""","""CID7604425"""
4,0.4202474,"""CNR2941870""","""CID3357785"""
0,0.53065383,"""CNR5703478""","""CID6100117"""
0,0.47028297,"""CNR2826400""","""CID6922962"""
2,0.1284322,"""CNR4121991""","""CID9726677"""
1,0.5440408,"""CNR6052843""","""CID7526081"""
4,0.33754033,"""CNR2698852""","""CID7586894"""
4,0.5487645,"""CNR3796713""","""CID8538198"""
3,0.14099969,"""CNR9795150""","""CID5648245"""
1,0.44177347,"""CNR6743927""","""CID2347142"""
4,0.07210401,"""CNR7888329""","""CID5286188"""
1,0.55380917,"""CNR7096153""","""CID3180008"""
3,0.06258887,"""CNR9080751""","""CID4643907"""
2,0.37360507,"""CNR1295329""","""CID4319393"""
1,0.52329665,"""CNR3072201""","""CID7591265"""
1,0.5171887,"""CNR1809405""","""CID2498572"""
2,0.12046855,"""CNR8314397""","""CID8747227"""
0,0.47457793,"""CNR9140008""","""CID1479987"""
4,0.38908982,"""CNR6402801""","""CID1033295"""
2,0.24938817,"""CNR3284310""","""CID6684249"""
4,0.5480929,"""CNR4790568""","""CID2647483"""
4,0.085486256,"""CNR6720058""","""CID5621129"""
2,0.3754342,"""CNR6887982""","""CID4797269"""
2,0.18869355,"""CNR8756862""","""CID1565947"""
0,0.414185,"""CNR1311789""","""CID1189409"""
3,0.3645854,"""CNR9150827""","""CID1339717"""
0,0.5173063,"""CNR6660686""","""CID9009683"""
1,0.52370524,"""CNR2198387""","""CID7666013"""
1,0.24404827,"""CNR1061000""","""CID3193607"""
2,0.2420181,"""CNR2663268""","""CID5013028"""
4,0.333305,"""CNR9183394""","""CID6451393"""
0,0.46259224,"""CNR8116104""","""CID7094983"""
2,0.5318984,"""CNR5172973""","""CID1869761"""
1,0.5110355,"""CNR7187370""","""CID9873891"""
2,0.09006656,"""CNR2633614""","""CID7800834"""
4,0.32404518,"""CNR3296476""","""CID1673559"""
3,0.48380145,"""CNR5641229""","""CID6884557"""
3,0.50684875,"""CNR3104248""","""CID5160968"""
2,0.20505406,"""CNR4425942""","""CID8721042"""
0,0.09727772,"""CNR1052710""","""CID5156794"""
4,0.4662973,"""CNR3094326""","""CID1499386"""
3,0.4387504,"""CNR4381326""","""CID9344989"""
3,0.19419292,"""CNR1031335""","""CID6005660"""
4,0.35848653,"""CNR9154631""","""CID3310502"""
2,0.2206584,"""CNR2455063""","""CID8737070"""
1,0.38109994,"""CNR3077441""","""CID4405273"""
1,0.47205806,"""CNR1053601""","""CID2789003"""
1,0.06521458,"""CNR7036360""","""CID6597530"""
4,0.52422243,"""CNR9812727""","""CID5905266"""
2,0.12556426,"""CNR2110455""","""CID5227587"""
3,-0.0059092036,"""CNR9011559""","""CID3780969"""
3,0.54632634,"""CNR5315266""","""CID1946564"""
2,0.13048859,"""CNR3261430""","""CID4190371"""
4,0.47203672,"""CNR7912804""","""CID4845220"""
3,0.2967733,"""CNR1437087""","""CID6295051"""
4,0.3681815,"""CNR6892245""","""CID8682860"""
1,0.057978738,"""CNR2727694""","""CID2666720"""
0,0.1737677,"""CNR5762499""","""CID1020708"""
4,0.48137802,"""CNR4519536""","""CID9421967"""
4,0.3191018,"""CNR3816029""","""CID3656578"""
1,0.5273934,"""CNR2490530""","""CID6272100"""
0,0.5446206,"""CNR5524999""","""CID7731424"""
1,0.12316534,"""CNR9920759""","""CID1907522"""
0,0.33498666,"""CNR2708497""","""CID4137189"""
1,-0.0044188346,"""CNR6900601""","""CID3542058"""
0,0.4195945,"""CNR6593969""","""CID9710604"""
1,0.5278626,"""CNR1627334""","""CID2002422"""
2,0.16715395,"""CNR7473441""","""CID4552141"""
3,0.30540377,"""CNR1926262""","""CID7740378"""
1,0.40394363,"""CNR2325468""","""CID7756225"""
4,0.48904413,"""CNR4436750""","""CID9864989"""
1,0.450967,"""CNR5376630""","""CID9980727"""
2,0.3395331,"""CNR3366096""","""CID5302492"""
3,0.07068689,"""CNR3005931""","""CID7120920"""
1,0.4971842,"""CNR8274899""","""CID9087597"""
3,0.40163776,"""CNR9346784""","""CID6188165"""
3,0.12476373,"""CNR2907527""","""CID7063653"""
0,0.520383,"""CNR9982024""","""CID6441390"""
0,0.54684335,"""CNR9164010""","""CID9530430"""
4,0.4064053,"""CNR9017552""","""CID2827391"""
2,0.3549062,"""CNR2269212""","""CID8487615"""
0,0.5666487,"""CNR1829153""","""CID7805467"""
0,0.506085,"""CNR6200911""","""CID3553716"""
0,0.011708339,"""CNR9736166""","""CID4380015"""
0,0.5282679,"""CNR9202200""","""CID9412418"""
2,0.47421396,"""CNR6851072""","""CID5128957"""
0,0.5380684,"""CNR1425763""","""CID7881110"""
1,0.12835011,"""CNR5139704""","""CID4618564"""
3,0.5406404,"""CNR5974514""","""CID5628485"""
3,0.43526223,"""CNR3085592""","""CID1249752"""
3,0.25659055,"""CNR8186223""","""CID7115570"""
2,0.18011373,"""CNR2188909""","""CID6221670"""
1,0.45135972,"""CNR8701999""","""CID9602221"""
1,0.012461802,"""CNR6229832""","""CID2758757"""
4,-0.03377682,"""CNR6995760""","""CID8657710"""
1,0.1930791,"""CNR4641786""","""CID5732381"""
1,0.56339127,"""CNR5512917""","""CID1074682"""
0,0.48801634,"""CNR2147986""","""CID5163166"""
3,0.28759614,"""CNR8338896""","""CID8516526"""
0,0.55589396,"""CNR6873451""","""CID9707052"""
3,0.5620303,"""CNR7901686""","""CID8408513"""
0,0.5556677,"""CNR2620991""","""CID3463674"""
1,0.16424993,"""CNR4201934""","""CID8699769"""
1,0.56165683,"""CNR1253761""","""CID5375618"""
0,0.40326166,"""CNR3705969""","""CID5572388"""
0,0.44045463,"""CNR9214042""","""CID9409908"""
1,0.510673,"""CNR4670305""","""CID9833185"""
4,0.32631892,"""CNR8104261""","""CID1331755"""
0,0.53488153,"""CNR8392690""","""CID4004239"""
4,0.5301548,"""CNR9295915""","""CID2516275"""
3,0.5356801,"""CNR3975481""","""CID7836765"""
3,0.22811756,"""CNR5121318""","""CID3364829"""
1,0.4836436,"""CNR8103311""","""CID9126388"""
4,0.24093144,"""CNR3733689""","""CID1809894"""
1,0.48220897,"""CNR6196931""","""CID5102281"""
1,0.31256196,"""CNR6557424""","""CID7712700"""
3,0.5818429,"""CNR6731253""","""CID2894886"""
0,-0.014000223,"""CNR1719712""","""CID1568375"""
0,0.5819449,"""CNR1411567""","""CID4159508"""
1,-0.005120173,"""CNR7896255""","""CID1435125"""
1,0.24439022,"""CNR8247870""","""CID7012916"""
3,0.22106472,"""CNR6107881""","""CID4460723"""
4,0.39150432,"""CNR4829331""","""CID3249030"""
0,0.4029992,"""CNR1986070""","""CID3806971"""
4,0.06208238,"""CNR9771908""","""CID8276815"""
4,0.48559067,"""CNR9770798""","""CID1844431"""
1,0.11210697,"""CNR7572409""","""CID6711200"""
4,0.26030123,"""CNR5229771""","""CID4632111"""
0,0.20758076,"""CNR4996905""","""CID8524818"""
0,0.38318807,"""CNR8005906""","""CID6439212"""
1,0.5221344,"""CNR8114190""","""CID7855683"""
0,0.24568747,"""CNR4281241""","""CID1403553"""
2,0.10561231,"""CNR1415915""","""CID6315384"""
2,0.13150226,"""CNR8395348""","""CID5182593"""
0,0.4884033,"""CNR7442581""","""CID4352104"""
1,0.537371,"""CNR5968812""","""CID4742263"""
3,0.02696112,"""CNR5454263""","""CID3197528"""
1,0.48829997,"""CNR3457286""","""CID2440547"""
3,0.4502669,"""CNR4761942""","""CID5187443"""
3,0.00841759,"""CNR1089218""","""CID6168181"""
2,0.12417809,"""CNR6410188""","""CID2488915"""
1,0.51924086,"""CNR7068207""","""CID5182070"""
0,0.15443505,"""CNR8771906""","""CID5790049"""
1,0.32578623,"""CNR5479247""","""CID8653236"""
3,0.56972414,"""CNR2294976""","""CID8246096"""
3,0.03246281,"""CNR5493521""","""CID8831429"""
2,0.4912517,"""CNR5365562""","""CID4432330"""
0,0.4416866,"""CNR4434393""","""CID8051642"""
3,0.5785741,"""CNR3965613""","""CID4549309"""
3,0.5329779,"""CNR1024666""","""CID6838337"""
1,0.13252074,"""CNR9223340""","""CID1335869"""
0,0.5302032,"""CNR8552906""","""CID9138335"""
0,0.52172124,"""CNR4266765""","""CID4611167"""
1,0.53997195,"""CNR4728520""","""CID5348741"""
0,0.47875392,"""CNR7034718""","""CID2196656"""
4,0.15001051,"""CNR1156118""","""CID4876057"""
0,0.5236387,"""CNR5836487""","""CID1695491"""
3,0.51884526,"""CNR6121079""","""CID3345109"""
4,0.21644874,"""CNR6906940""","""CID9582117"""
2,0.25180936,"""CNR3851082""","""CID9945708"""
4,0.28188524,"""CNR5224515""","""CID7470001"""
3,0.32060277,"""CNR2083873""","""CID1844472"""
4,0.26920104,"""CNR3447763""","""CID8786701"""
4,0.569811,"""CNR5381865""","""CID6153939"""
4,0.2079069,"""CNR6244488""","""CID8985121"""
3,0.37178388,"""CNR3531109""","""CID9671737"""
4,0.009770791,"""CNR6017411""","""CID2251704"""
4,0.1534721,"""CNR8228908""","""CID2731370"""
3,-0.019032381,"""CNR6736445""","""CID4340328"""
1,0.5406667,"""CNR9464425""","""CID9936418"""
4,0.15701075,"""CNR1037421""","""CID4497807"""
2,0.17667289,"""CNR5544028""","""CID4038109"""
3,0.45685124,"""CNR9226260""","""CID4975560"""
0,0.25210118,"""CNR6467541""","""CID7527425"""
2,0.30628946,"""CNR2291716""","""CID8460321"""
3,0.5246303,"""CNR2360529""","""CID4552625"""
2,0.1861954,"""CNR1594922""","""CID6523501"""
2,0.38842097,"""CNR1072950""","""CID5171538"""
4,0.15192834,"""CNR7986679""","""CID5583555"""
1,0.40405867,"""CNR4301117""","""CID4048540"""
3,0.5562813,"""CNR5397253""","""CID3756327"""
1,0.44267726,"""CNR9889022""","""CID2345601"""
1,0.22346745,"""CNR9041738""","""CID7800865"""
0,0.29254556,"""CNR7637858""","""CID6582286"""
4,0.5582745,"""CNR8714710""","""CID4534612"""
